Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,edge_dir
Hmmr,Choroid Plexus,N-Acetyl glucosamine methoxime,Feces,1
Tmem259,Choroid Plexus,2-Hydroxy-3-methylbutyric acid,Feces,-1
Ptges2,Choroid Plexus,2-Hydroxy-3-methylbutyric acid,Feces,-1
Lepr,Choroid Plexus,L-Leucine,Feces,1
Cdkn1c,Choroid Plexus,L-Leucine,Feces,1
Zhx1,Choroid Plexus,L-Leucine,Feces,1
Vps13b,Choroid Plexus,L-Leucine,Feces,1
Rab5a,Choroid Plexus,L-Leucine,Feces,1
5430402O13Rik,Choroid Plexus,L-Leucine,Feces,1
Clcn2,Choroid Plexus,L-Leucine,Feces,1
Gtpbp4,Choroid Plexus,L-Leucine,Feces,1
Zbtb37,Choroid Plexus,2-Aminobutanoic acid,Feces,1
Zbtb37,Choroid Plexus,Decanoic acid,Feces,1
Rhob,Choroid Plexus,2-Aminobutanoic acid,Feces,-1
Nup214,Choroid Plexus,Decanoic acid,Feces,1
Prpf6,Choroid Plexus,Decanoic acid,Feces,1
Aqp11,Choroid Plexus,Decanoic acid,Feces,1
Slc35a3,Choroid Plexus,Decanoic acid,Feces,1
Fer,Choroid Plexus,Decanoic acid,Feces,1
Klf8,Choroid Plexus,Decanoic acid,Feces,-1
Slc16a7,Choroid Plexus,Butyl caprylate,Feces,-1
Irak3,Choroid Plexus,Butyl caprylate,Feces,1
Zmat5,Choroid Plexus,Butyl caprylate,Feces,-1
Fam167b,Choroid Plexus,9-Octadecenoic acid,Feces,1
Pdss1,Choroid Plexus,9-Octadecenoic acid,Feces,1
Zfp513,Choroid Plexus,Pentanoic acid,Feces,1
Sema3g,Choroid Plexus,Pentanoic acid,Feces,1
Ric3,Choroid Plexus,Pentanoic acid,Feces,1
Ndufs3,Choroid Plexus,N-Acetylglucosamine,Feces,1
Plekhn1,Choroid Plexus,N-Acetylglucosamine,Feces,1
Setx,Choroid Plexus,N-Acetylglucosamine,Feces,1
Osbp,Choroid Plexus,Tyrosine,Feces,1
Cep41,Choroid Plexus,Tyrosine,Feces,1
Cdkn1c,Choroid Plexus,Tyrosine,Feces,1
Stk26,Choroid Plexus,Tyrosine,Feces,1
Osgepl1,Choroid Plexus,Tyrosine,Feces,1
Smarca5,Choroid Plexus,Tyrosine,Feces,1
Dhx9,Choroid Plexus,Tyrosine,Feces,1
Mtap,Choroid Plexus,"2,3,4-Trihydroxybutyric acid",Feces,1
Mtap,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Mtap,Choroid Plexus,4-Pyridinol,Feces,1
Mtap,Choroid Plexus,Cytosine,Feces,1
Mtap,Choroid Plexus,Dihydrouracil,Feces,1
Prxl2c,Choroid Plexus,"2,3,4-Trihydroxybutyric acid",Feces,1
Smim10l1,Choroid Plexus,"2,3,4-Trihydroxybutyric acid",Feces,1
Erbin,Choroid Plexus,"2,3,4-Trihydroxybutyric acid",Feces,1
Cdkn1c,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Smim10l1,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Zfp322a,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Wbp4,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Setx,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Evi5,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Serp2,Choroid Plexus,3-Pyridylcarbinol,Feces,-1
Ric3,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Gtpbp4,Choroid Plexus,3-Pyridylcarbinol,Feces,1
Gsta4,Choroid Plexus,3-Pyridylcarbinol,Feces,1
H1f10,Choroid Plexus,4-Pyridinol,Feces,-1
Gsta4,Choroid Plexus,4-Pyridinol,Feces,1
Krt23,Choroid Plexus,Dihydrouracil,Feces,1
Kcmf1,Choroid Plexus,Dihydrouracil,Feces,1
mt-Tv,Choroid Plexus,Dihydrouracil,Feces,-1
Stag2,Choroid Plexus,Dihydrouracil,Feces,1
Stat3,Choroid Plexus,Methylmaleic acid,Feces,1
Casp8,Choroid Plexus,Methylmaleic acid,Feces,-1
Kcmf1,Choroid Plexus,Methylmaleic acid,Feces,-1
Nek8,Choroid Plexus,2'-Desoxyuridine,Feces,1
Nek8,Choroid Plexus,"Hexadecanoic acid, tetradecyl ester",Feces,1
Srebf2,Choroid Plexus,2'-Desoxyuridine,Feces,-1
Gpaa1,Choroid Plexus,2'-Desoxyuridine,Feces,-1
Eef1a1,Choroid Plexus,2'-Desoxyuridine,Feces,1
Mfge8,Choroid Plexus,2'-Desoxyuridine,Feces,-1
Armcx2,Choroid Plexus,2'-Desoxyuridine,Feces,-1
Kat8,Choroid Plexus,2'-Desoxyuridine,Feces,-1
Rit1,Choroid Plexus,2'-Desoxyuridine,Feces,-1
Stag2,Choroid Plexus,2'-Desoxyuridine,Feces,1
Ubl3,Choroid Plexus,"Hexadecanoic acid, tetradecyl ester",Feces,1
Zfp358,Choroid Plexus,"Hexadecanoic acid, tetradecyl ester",Feces,-1
Gm5141,Choroid Plexus,"Hexadecanoic acid, tetradecyl ester",Feces,1
Dync2li1,Choroid Plexus,Butyl Succinate,Feces,1
Olfm2,Choroid Plexus,Butyl Succinate,Feces,-1
Gsta4,Choroid Plexus,Butyl Succinate,Feces,1
Amfr,Choroid Plexus,alpha-Tocopheryl acetate,Feces,1
Ramac,Choroid Plexus,alpha-Tocopheryl acetate,Feces,-1
Fance,Choroid Plexus,alpha-Tocopheryl acetate,Feces,1
Fchsd2,Choroid Plexus,Ribonic acid,Feces,1
Smim10l1,Choroid Plexus,Ribonic acid,Feces,1
Stag2,Choroid Plexus,Ribonic acid,Feces,1
Tmem204,Choroid Plexus,Pentanedioic acid,Feces,1
St8sia2,Choroid Plexus,Pentanedioic acid,Feces,-1
Ubl3,Choroid Plexus,L-Serine,Feces,1
Actr3,Choroid Plexus,L-Serine,Feces,1
Smim10l1,Choroid Plexus,L-Serine,Feces,1
Gnas,Choroid Plexus,L-Serine,Feces,1
Setx,Choroid Plexus,L-Serine,Feces,1
Maco1,Choroid Plexus,3-(3-Hydroxyphenyl)propanoic acid,Feces,1
Recql5,Choroid Plexus,3-(3-Hydroxyphenyl)propanoic acid,Feces,-1
Gm25517,Choroid Plexus,3-(3-Hydroxyphenyl)propanoic acid,Feces,1
Zfp383,Choroid Plexus,3-(3-Hydroxyphenyl)propanoic acid,Feces,1
Actr3,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,1
Cdkn1c,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,1
Ap3b1,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,1
Afg3l1,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,1
Olfm2,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,-1
Slc25a16,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,1
St8sia2,Choroid Plexus,beta-D-(-)-Ribopyranose,Feces,-1
Acacb,Choroid Plexus,N-Methyl-alpha-aminoisobutyric acid,Feces,-1
Irak1bp1,Choroid Plexus,N-Methyl-alpha-aminoisobutyric acid,Feces,1
Setx,Choroid Plexus,N-Methyl-alpha-aminoisobutyric acid,Feces,1
Ofd1,Choroid Plexus,N-Methyl-alpha-aminoisobutyric acid,Feces,1
Btg1,Choroid Plexus,Xylazine,Feces,1
Srebf2,Choroid Plexus,Niacinamide,Feces,-1
Srebf2,Choroid Plexus,"2-Pentenedioic acid, 2-hydroxy-",Feces,-1
Srebf2,Choroid Plexus,Thymidine,Feces,-1
Mpi,Choroid Plexus,Niacinamide,Feces,-1
Vmp1,Choroid Plexus,Niacinamide,Feces,-1
Zfp322a,Choroid Plexus,"2-Pentenedioic acid, 2-hydroxy-",Feces,1
Gpaa1,Choroid Plexus,Thymidine,Feces,-1
Mfge8,Choroid Plexus,Thymidine,Feces,-1
Armcx2,Choroid Plexus,Thymidine,Feces,-1
Kat8,Choroid Plexus,Thymidine,Feces,-1
Fndc3a,Choroid Plexus,"D-Erythro-Pentitol, 2-deoxy-",Feces,-1
Cdkn1c,Choroid Plexus,Phenylalanine,Feces,1
Gpaa1,Choroid Plexus,Phenylalanine,Feces,-1
Rhob,Choroid Plexus,Phenylalanine,Feces,-1
Pi4ka,Choroid Plexus,Phenylalanine,Feces,-1
Stag2,Choroid Plexus,Phenylalanine,Feces,1
Smarca5,Choroid Plexus,Phenylalanine,Feces,1
Fam98b,Choroid Plexus,Phenylalanine,Feces,1
Dhx9,Choroid Plexus,Phenylalanine,Feces,1
Prpf6,Choroid Plexus,1-Octadecanol,Feces,1
Sec62,Choroid Plexus,1-Octadecanol,Feces,1
Vangl1,Choroid Plexus,1-Octadecanol,Feces,1
Bcl2l12,Choroid Plexus,1-Octadecanol,Feces,1
Ric3,Choroid Plexus,1-Octadecanol,Feces,1
Ruvbl1,Choroid Plexus,N-Methyl-L-proline,Feces,1
Cltb,Choroid Plexus,N-Methyl-L-proline,Feces,1
Scp2-ps2,Choroid Plexus,Campesterol,Feces,-1
Casp8,Choroid Plexus,3-Undecene,Feces,1
Sec62,Choroid Plexus,3-Undecene,Feces,1
Ifih1,Choroid Plexus,3-Undecene,Feces,1
Sema3g,Choroid Plexus,3-Undecene,Feces,1
Chi3l1,Choroid Plexus,3-Undecene,Feces,1
Vangl1,Choroid Plexus,3-Undecene,Feces,1
Cntn1,Choroid Plexus,3-Undecene,Feces,1
Klf8,Choroid Plexus,3-Undecene,Feces,-1
Ifih1,Choroid Plexus,Menthol,Feces,1
Nfyb,Choroid Plexus,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,Feces,1
Apc2,Choroid Plexus,Itaconic acid,Feces,1
Adck2,Choroid Plexus,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",Feces,-1
Dok1,Choroid Plexus,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",Feces,1
Mtmr2,Choroid Plexus,L-Glutamine,Feces,1
C130089K02Rik,Choroid Plexus,L-(+)-Lactic acid,Feces,-1
Ap3b1,Choroid Plexus,"2,5-Dimethoxybenzhydrazide",Feces,1
Stag2,Choroid Plexus,"2,5-Dimethoxybenzhydrazide",Feces,1
Ada,Choroid Plexus,Arabinose,Feces,1
Fzr1,Choroid Plexus,Arabinose,Feces,1
Sp4,Choroid Plexus,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Feces,1
Olfm2,Choroid Plexus,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Feces,-1
Kpna4,Choroid Plexus,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Feces,1
Osgepl1,Choroid Plexus,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Feces,1
Dok1,Choroid Plexus,1-Hexanol,Feces,-1
Ndn,Choroid Plexus,1-Hexanol,Feces,1
Stk26,Choroid Plexus,"3-Hydroxy-2,3-dihydromaltol",Feces,1
Rlbp1,Choroid Plexus,"3-Hydroxy-2,3-dihydromaltol",Feces,1
Rhob,Choroid Plexus,Uridine,Feces,-1
Adamts15,Choroid Plexus,Uridine,Feces,-1
Hsdl2,Choroid Plexus,"2-Furanacetaldehyde, tetrahydro-alpha",Feces,1
Iqgap2,Choroid Plexus,Citric acid,Feces,1
Ric3,Choroid Plexus,Citric acid,Feces,1
Lrp2bp,Choroid Plexus,Citric acid,Feces,1
Gm15587,Choroid Plexus,Citric acid,Feces,1
Dcp2,Choroid Plexus,Glycolic acid,Feces,1
Cul7,Choroid Plexus,Octadecyl octyl ether,Feces,-1
Gm25517,Choroid Plexus,3-Methyl-2-furoic acid,Feces,-1
Rassf4,Choroid Plexus,3-Methyl-2-furoic acid,Feces,1
Sema3g,Choroid Plexus,"Azetidine, 1-acetyl-2-methyl",Feces,1
Sema3g,Choroid Plexus,"Hexadecanoic acid, 4-hydroxybutyl ester",Feces,1
Mafg,Choroid Plexus,"Azetidine, 1-acetyl-2-methyl",Feces,1
H1f10,Choroid Plexus,"Hexadecanoic acid, 4-hydroxybutyl ester",Feces,-1
Bcat1,Choroid Plexus,Palmitic Acid,Feces,-1
Ric3,Choroid Plexus,Palmitic Acid,Feces,1
Sytl2,Choroid Plexus,Palmitic Acid,Feces,1
Afg3l1,Choroid Plexus,3-Hydroxyisovaleric acid,Feces,1
Afg3l1,Choroid Plexus,"Erythrono-1,4-lactone",Feces,1
Klf8,Choroid Plexus,3-Hydroxyisovaleric acid,Feces,-1
Gsta4,Choroid Plexus,"Erythrono-1,4-lactone",Feces,1
Tmem229b,Choroid Plexus,beta-Arabinopyranose,Feces,-1
Cebpd,Choroid Plexus,beta-Arabinopyranose,Feces,-1
Sulf2,Choroid Plexus,beta-Arabinopyranose,Feces,-1
Dr1,Choroid Plexus,beta-Arabinopyranose,Feces,1
Olfm2,Choroid Plexus,2'-Deoxyribolactone,Feces,-1
Olfm2,Choroid Plexus,8-Hydroxy-5-(hydroxymethyl)quinoline,Feces,-1
Ppp4c,Choroid Plexus,2'-Deoxyribolactone,Feces,-1
Hip1,Choroid Plexus,2'-Deoxyribolactone,Feces,1
Slc35a3,Choroid Plexus,2'-Deoxyribolactone,Feces,1
Mkrn3,Choroid Plexus,8-Hydroxy-5-(hydroxymethyl)quinoline,Feces,-1
Lama1,Choroid Plexus,8-Hydroxy-5-(hydroxymethyl)quinoline,Feces,1
Spen,Choroid Plexus,Phloroglucinol,Feces,1
Eeig1,Choroid Plexus,"Xylonic acid, delta-lactone",Feces,1
Ints11,Choroid Plexus,1-Tetracosene,Feces,-1
Itch,Choroid Plexus,L-(-)-Sorbofuranose,Feces,1
Reep2,Choroid Plexus,L-(-)-Sorbofuranose,Feces,-1
Stag2,Choroid Plexus,L-(-)-Sorbofuranose,Feces,1
Ppp4c,Choroid Plexus,Idoxuridine ,Feces,-1
Emc3,Choroid Plexus,"1-Propanamine, N,N-diethyl-",Feces,-1
Ubc,Choroid Plexus,"1-Propanamine, N,N-diethyl-",Feces,-1
Dync2i2,Choroid Plexus,Ketamine,Feces,-1
Dennd2c,Choroid Plexus,4-Hydroxybenzaldehyde,Feces,1
Stag2,Choroid Plexus,4-Hydroxybenzaldehyde,Feces,1
Sncg,Choroid Plexus,Arabinitol,Feces,-1
Ptges2,Choroid Plexus,Xylose,Feces,1
Arl2bp,Choroid Plexus,Xylose,Feces,1
Nop16,Choroid Plexus,12-Oxooctadecanoate,Feces,-1
Rab5a,Choroid Plexus,Cholesterol,Feces,1
Chi3l1,Choroid Plexus,Pimelic acid,Feces,1
Col8a1,Choroid Plexus,Pimelic acid,Feces,1
Slc35a3,Choroid Plexus,Pimelic acid,Feces,1
Ube3c,Choroid Plexus,Pimelic acid,Feces,1
Klf8,Choroid Plexus,Pimelic acid,Feces,-1
A930024E05Rik,Choroid Plexus,Lignoceric acid,Feces,1
Rassf4,Choroid Plexus,Isonicotinic Acid,Feces,1
Nsg2,Choroid Plexus,1-Octanol,Feces,1
Fundc2,Choroid Plexus,L-Proline,Feces,1
Cebpd,Choroid Plexus,Erythritol,Feces,1
Ap3s2,Choroid Plexus,Erythritol,Feces,1
Ccpg1,Choroid Plexus,Erythritol,Feces,1
Aasdhppt,Choroid Plexus,3-Deoxyhexitol,Feces,1
Vps37d,Choroid Plexus,Sebacic acid,Feces,-1
Cstf2,Choroid Plexus,Sebacic acid,Feces,-1
Zfp300,Choroid Plexus,Sebacic acid,Feces,-1
Fance,Choroid Plexus,3-Aminobutanoic acid,Feces,1
Hlf,Choroid Plexus,3-Aminobutanoic acid,Feces,-1
Ubc,Choroid Plexus,alpha-L-(-)-Fucopyranose,Feces,1
Sema6a,Choroid Plexus,"Pentitol, 3-desoxy",Feces,-1
Gm15587,Choroid Plexus,"Propane, 2-methyl",Feces,1
Leprotl1,Choroid Plexus,Phloretic acid,Feces,1
Osgepl1,Choroid Plexus,Phloretic acid,Feces,1
Tm9sf3,Choroid Plexus,Phloretic acid,Feces,1
Id1,Choroid Plexus,D-Mannopyranose,Feces,1
Scrib,Choroid Plexus,"beta-D-Galactopyranoside, methyl-, acetate",Feces,1
Foxc2,Choroid Plexus,Butanedioic acid,Feces,-1
Gtpbp4,Choroid Plexus,Tricine,Feces,1
Dynll1,Choroid Plexus,Dihydroxyacetone,Feces,1
