n1,n2,source
2'-Desoxyuridine,Gpaa1,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Gpaa1,CPX
4-Hydroxybenzoic acid,Gpaa1,CPX
D-(-)-Fructofuranose,Gpaa1,CPX
D-Fucitol,Gpaa1,CPX
Octanoic acid,Gpaa1,CPX
Phenylalanine,Gpaa1,CPX
Thymidine,Gpaa1,CPX
2'-Desoxyuridine,Eef1a1,CPX
D-Fucitol,Eef1a1,CPX
Urea,Eef1a1,CPX
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Zfp322a,CPX
"2-Pentenedioic acid, 2-hydroxy-",Zfp322a,CPX
Hydracrylic acid,Zfp322a,CPX
Serine,Zfp322a,CPX
Urea,Zfp322a,CPX
2'-Desoxyuridine,Mfge8,CPX
D-(-)-Fructofuranose,Mfge8,CPX
Octanoic acid,Mfge8,CPX
Thymidine,Mfge8,CPX
beta-Alanine,Slc6a13,CPX
Tripropylene glycol monomethyl ether,Limch1,CPX
Pyrrole-2-carboxylic acid,Col5a3,CPX
L-Glutamine,Mtmr2,CPX
L-(+)-Lactic acid,C130089K02Rik,CPX
6-Hydroxyhexanoic acid,Atp5mg,CPX
Hydroquinone,Atp5mg,CPX
Isopropyl myristate,Atp5mg,CPX
L-Rhamnose,Atp5mg,CPX
Myristic acid,Atp5mg,CPX
phenoxyethanol,Atp5mg,CPX
Pipecolic acid,Atp5mg,CPX
2-Ethylacetoacetate,Ptger1,CPX
Syringaldehyde,Ptger1,CPX
N-Acetylglucosamine,Plekhn1,CPX
"1,4-Butanediol",Ap3b1,CPX
"2,5-Dimethoxybenzhydrazide",Ap3b1,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Ap3b1,CPX
beta-D-(-)-Ribopyranose,Ap3b1,CPX
DL-Phenylalanine,Ap3b1,CPX
L-5-Oxoproline,Ap3b1,CPX
L-Valine,Ap3b1,CPX
Phenol,Ap3b1,CPX
Syringaldehyde,Ap3b1,CPX
Nonadecanoic acid,Pdcd4,CPX
"1,4-Butanediol",Wasl,CPX
1-Dodecanol,Wasl,CPX
2-Ethylhexanoic acid,Wasl,CPX
L-Valine,Wasl,CPX
Phenol,Wasl,CPX
Tripropylene glycol monomethyl ether,Wasl,CPX
Arabinose,Ada,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Gsk3b,CPX
L-Valine,Gsk3b,CPX
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Sp4,CPX
D-Glucose,Sp4,CPX
N-Acetyl-L-glutamic acid,Ano8,CPX
1-Hexanol,Dok1,CPX
"2,5-Di-tert-butyl-4-hydroxyphenol",1700125H03Rik,CPX
L-Valine,D630036H23Rik,CPX
2-Ethylhexanoic acid,Stk26,CPX
"3-Hydroxy-2,3-dihydromaltol",Stk26,CPX
Ethyl alpha-D-glucopyranoside,Stk26,CPX
L-Isoleucine,Stk26,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Stk26,CPX
Tyrosine,Stk26,CPX
Aconitic acid,Pomgnt1,CPX
Hydroquinone,Pomgnt1,CPX
N-(2-hydroxyethyl)-succinimide,Pomgnt1,CPX
L-Valyl-L-leucine,Sc5d,CPX
Tripropylene glycol monomethyl ether,Ergic2,CPX
2-Aminobutanoic acid,Rhob,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Rhob,CPX
4-Hydroxybenzoic acid,Rhob,CPX
9H-Purin-6-ol,Rhob,CPX
DL-Phenylalanine,Rhob,CPX
L-5-Oxoproline,Rhob,CPX
L-Glutamic acid,Rhob,CPX
Phenylalanine,Rhob,CPX
Uridine,Rhob,CPX
L-Rhamnose,Hook2,CPX
"2',2,3,6'-Tetramethoxychalcone",Zhx1,CPX
3-O-methyl-beta-D-Glucopyranose,Zhx1,CPX
L-Leucine,Zhx1,CPX
Picolinic acid,Zhx1,CPX
"2-Furanacetaldehyde, tetrahydro-alpha",Hsdl2,CPX
3-(3-Hydroxyphenyl)propanoic acid,Recql5,CPX
L-Valyl-L-leucine,Recql5,CPX
Aconitic acid,Opa1,CPX
D-(-)-Fructofuranose,Opa1,CPX
Decyl oleate,Opa1,CPX
"N,N-Diethyl-2-aminoethanol",Adamtsl1,CPX
Decanoic acid,Aqp11,CPX
phenoxyethanol,Aqp11,CPX
Ethyl alpha-D-glucopyranoside,Zfp36l2,CPX
Citric acid,Iqgap2,CPX
L-Isoleucine,Iqgap2,CPX
Serine,Iqgap2,CPX
Urea,Iqgap2,CPX
L-Serine,Gnas,CPX
2-Ethylhexanoic acid,Gnas,CPX
2-Piperidinone,Gnas,CPX
pyrazole,Gnas,CPX
"Gluconolactone (3R,4S,5R,6R)",Gnas,CPX
L-Isoleucine,Gnas,CPX
Syringaldehyde,Gnas,CPX
N-Acetyl glucosamine methoxime,Ccdc33,CPX
Glycolic acid,Dcp2,CPX
2'-Desoxyuridine,Armcx2,CPX
Thymidine,Armcx2,CPX
D-Fructose,Pla2g3,CPX
Pipecolic acid,Pla2g3,CPX
Octadecyl octyl ether,Cul7,CPX
Thr-Leu,Alkbh6,CPX
3-(3-Hydroxyphenyl)propanoic acid,Gm25517,CPX
3-Methyl-2-furoic acid,Gm25517,CPX
9-Octadecenamide,Gm25517,CPX
L-Valyl-L-leucine,Gm25517,CPX
1-Hexacosene,Pebp4,CPX
DL-Phenylalanine,Mtpn,CPX
Methylsuccinic acid,Mtpn,CPX
3-Undecene,Sema3g,CPX
"Azetidine, 1-acetyl-2-methyl",Sema3g,CPX
"Hexadecanoic acid, 4-hydroxybutyl ester",Sema3g,CPX
Pentanoic acid,Sema3g,CPX
Tetrahydrogeranyl formate,Sema3g,CPX
alpha-Linolenic acid,Cdc14a,CPX
3-O-methyl-beta-D-Glucopyranose,Hspa1b,CPX
"2,3-Butanediol",Bcat1,CPX
Palmitic Acid,Bcat1,CPX
Tripropylene glycol monomethyl ether,Bcat1,CPX
3-Hydroxyisovaleric acid,Afg3l1,CPX
beta-D-(-)-Ribopyranose,Afg3l1,CPX
"Erythrono-1,4-lactone",Afg3l1,CPX
9H-Purin-6-ol,Tmem229b,CPX
beta-Arabinopyranose,Tmem229b,CPX
Hydracrylic acid,Tmem229b,CPX
Uracil,Tmem229b,CPX
1-Tetradecanol,Samd14,CPX
"2,3-Butanediol",Samd14,CPX
Tripropylene glycol monomethyl ether,Samd14,CPX
Xanthine,Gpsm3,CPX
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Olfm2,CPX
2'-Deoxyribolactone,Olfm2,CPX
8-Hydroxy-5-(hydroxymethyl)quinoline,Olfm2,CPX
beta-D-(-)-Ribopyranose,Olfm2,CPX
Butyl Succinate,Olfm2,CPX
Picolinic acid,Olfm2,CPX
Uracil,Olfm2,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Pi4ka,CPX
beta-Alanine,Pi4ka,CPX
D-(-)-Fructofuranose,Pi4ka,CPX
DL-Phenylalanine,Pi4ka,CPX
L-Isoleucine,Pi4ka,CPX
Phenylalanine,Pi4ka,CPX
Serine,Pi4ka,CPX
2-Ethylacetoacetate,Suclg2,CPX
Ethyl alpha-D-glucopyranoside,Suclg2,CPX
L-Rhamnose,Suclg2,CPX
Norketamine,Suclg2,CPX
D-(-)-Fructofuranose,Adamts15,CPX
Uridine,Adamts15,CPX
N-Methyl-alpha-aminoisobutyric acid,Irak1bp1,CPX
L-5-Oxoproline,Irak1bp1,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Asb8,CPX
Ethyl alpha-D-glucopyranoside,Arhgap15,CPX
beta-D-(-)-Ribopyranose,Slc25a16,CPX
"Xylonic acid, delta-lactone",Eeig1,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Pbx1,CPX
beta-Alanine,Pbx1,CPX
DL-Phenylalanine,Pbx1,CPX
L-Isoleucine,Pbx1,CPX
L-Valine,Pbx1,CPX
Picolinic acid,Pbx1,CPX
Serine,Pbx1,CPX
Urea,Pbx1,CPX
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Ildr2,CPX
Monomethyl succinate,Ildr2,CPX
Picolinic acid,Ildr2,CPX
4-Methyl-5-thiazoleethanol,Npas3,CPX
1-Tetradecanol,H1f10,CPX
"2,3-Butanediol",H1f10,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",H1f10,CPX
pyrazole,H1f10,CPX
4-Pyridinol,H1f10,CPX
"Hexadecanoic acid, 4-hydroxybutyl ester",H1f10,CPX
Phenol,H1f10,CPX
Undecanoic acid,H1f10,CPX
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Kpna4,CPX
3-Buten-2-one,Kpna4,CPX
Vanillin,Rdx,CPX
"2,5-Di-tert-butyl-4-hydroxyphenol",Hcn3,CPX
N-Methyl-L-proline,Cltb,CPX
L-(-)-Sorbofuranose,Itch,CPX
L-Isoleucine,Golm2,CPX
Vanillin,Golm2,CPX
D-Ribose,Csnk1a1,CPX
Tripropylene glycol monomethyl ether,Csnk1a1,CPX
2'-Deoxyribolactone,Ppp4c,CPX
Idoxuridine,Ppp4c,CPX
"1-Propanamine, N,N-diethyl-",Emc3,CPX
beta-Alanine,Cerox1,CPX
2-Piperidinone,Zfp383,CPX
3-(3-Hydroxyphenyl)propanoic acid,Zfp383,CPX
N-(2-hydroxyethyl)-succinimide,Zfp383,CPX
"1,4-Butanediol",Tulp4,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Tulp4,CPX
DL-Phenylalanine,Tulp4,CPX
L-Valine,Tulp4,CPX
Ketamine,Dync2i2,CPX
4-Hydroxybenzaldehyde,Dennd2c,CPX
2-Piperidinone,Gm15083,CPX
Arabinitol,Sncg,CPX
3-Buten-2-one,Gm42636,CPX
2-Ethylhexanoic acid,Wbp4,CPX
2-Piperidinone,Wbp4,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Wbp4,CPX
DL-Phenylalanine,Wbp4,CPX
L-Valine,Wbp4,CPX
Tripropylene glycol monomethyl ether,Wbp4,CPX
Urea,Wbp4,CPX
"Hexadecanoic acid, tetradecyl ester",Gm5141,CPX
2-Hydroxy-3-methylbutyric acid,Ptges2,CPX
Xylose,Ptges2,CPX
2-Piperidinone,Vps13b,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Vps13b,CPX
beta-Alanine,Vps13b,CPX
DL-Phenylalanine,Vps13b,CPX
L-Isoleucine,Vps13b,CPX
L-Leucine,Vps13b,CPX
L-Valine,Vps13b,CPX
Serine,Vps13b,CPX
L-Norvaline,Kcmf1,CPX
3-Buten-2-one,Kcmf1,CPX
4-Hydroxybenzoic acid,Kcmf1,CPX
Dihydrouracil,Kcmf1,CPX
L-Aspartic acid,Kcmf1,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Kcmf1,CPX
Uracil,Kcmf1,CPX
alpha-Linolenic acid,Secisbp2l,CPX
Serine,Secisbp2l,CPX
Niacinamide,Mpi,CPX
L-Serine,Setx,CPX
N-Acetylglucosamine,Setx,CPX
N-Methyl-alpha-aminoisobutyric acid,Setx,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Setx,CPX
4-Hydroxybenzoic acid,Setx,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Setx,CPX
DL-Phenylalanine,Setx,CPX
L-Valine,Setx,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Setx,CPX
Pyrrole-2-carboxylic acid,Setx,CPX
12-Oxooctadecanoate,Nop16,CPX
Cholesterol,Rab5a,CPX
L-Leucine,Rab5a,CPX
L-Isoleucine,Ahcyl2,CPX
Serine,Ahcyl2,CPX
Syringaldehyde,Ahcyl2,CPX
Urea,Ahcyl2,CPX
Benzoic Acid,Nkapd1,CPX
2-Piperidinone,5430402O13Rik,CPX
D-Glucose,5430402O13Rik,CPX
"Gluconolactone (3R,4S,5R,6R)",5430402O13Rik,CPX
L-Leucine,5430402O13Rik,CPX
D-Ribose,Evi5,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Evi5,CPX
Tripropylene glycol monomethyl ether,Evi5,CPX
Urea,Evi5,CPX
3-Undecene,Chi3l1,CPX
"Guanidine, N,N-dimethyl",Chi3l1,CPX
Isopropyl myristate,Chi3l1,CPX
Monomethyl succinate,Chi3l1,CPX
Phenol,Chi3l1,CPX
phenoxyethanol,Chi3l1,CPX
Picolinic acid,Chi3l1,CPX
Pimelic acid,Chi3l1,CPX
"1,4-Butanediol",Jph1,CPX
Decyl oleate,Jph1,CPX
2-Piperidinone,Col8a1,CPX
"Guanidine, N,N-dimethyl",Col8a1,CPX
Monomethyl succinate,Col8a1,CPX
N-(2-hydroxyethyl)-succinimide,Col8a1,CPX
phenoxyethanol,Col8a1,CPX
Pimelic acid,Col8a1,CPX
l-Leucyl-l-valine,Uqcc5,CPX
Nonadecanoic acid,Tmem80,CPX
"3-Hydroxy-2,3-dihydromaltol",Rlbp1,CPX
L-Isoleucine,Myof,CPX
Picolinic acid,Myof,CPX
Benzoic Acid,Lrrc8c,CPX
beta-Alanine,Lrrc8c,CPX
Serine,Lrrc8c,CPX
Urea,Lrrc8c,CPX
"Guanidine, N,N-dimethyl",Ifi30,CPX
Pentadecanoic acid,Ifi30,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Cep57,CPX
L-(-)-Sorbofuranose,Reep2,CPX
9-Octadecenamide,G2e3,CPX
2-Ethylhexanoic acid,Nsmf,CPX
2-Piperidinone,Nsmf,CPX
beta-Alanine,Nsmf,CPX
L-Isoleucine,Nsmf,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Nsmf,CPX
Serine,Nsmf,CPX
Methyl beta-Arabinofuranoside,Wdr6,CPX
alpha-Tocopheryl acetate,Ramac,CPX
D-(-)-Fructofuranose,Ramac,CPX
1-Tetradecanol,5330425B07Rik,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",5330425B07Rik,CPX
pyrazole,Clec14a,CPX
"2,5-Di-tert-butyl-4-hydroxyphenol",Serp2,CPX
pyrazole,Serp2,CPX
9-Octadecenamide,Serp2,CPX
Ethyl alpha-D-glucopyranoside,Serp2,CPX
L-Isoleucine,Serp2,CPX
L-Valyl-L-leucine,Serp2,CPX
Picolinic acid,Serp2,CPX
Suberic acid,Serp2,CPX
Urea,Serp2,CPX
D-Fucitol,Ola1,CPX
1-Monopalmitin,Enpp5,CPX
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",A930024E05Rik,CPX
Lignoceric acid,A930024E05Rik,CPX
1-Monopalmitin,Zfp27,CPX
l-Leucyl-l-valine,Zfp27,CPX
3-Methyl-2-furoic acid,Rassf4,CPX
Isonicotinic Acid,Rassf4,CPX
D-Fructose,Strada,CPX
2-Ethylhexanoic acid,Fgfr1op2,CPX
Tripropylene glycol monomethyl ether,Fgfr1op2,CPX
Urea,Fgfr1op2,CPX
2'-Deoxyribolactone,Hip1,CPX
D-Glucose,Hip1,CPX
phenoxyethanol,Hip1,CPX
Butyl caprylate,Irak3,CPX
1-Octanol,Nsg2,CPX
N-Methyl-alpha-aminoisobutyric acid,Ofd1,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Ofd1,CPX
D-Ribose,Ofd1,CPX
8-Hydroxy-5-(hydroxymethyl)quinoline,Mkrn3,CPX
DL-Phenylalanine,Fundc2,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Efhb,CPX
Phenol,Luzp1,CPX
phenoxyethanol,Luzp1,CPX
1-Octadecanol,Vangl1,CPX
3-Undecene,Vangl1,CPX
Tetrahydrogeranyl formate,Vangl1,CPX
Arabinose,Fzr1,CPX
"2',2,3,6'-Tetramethoxychalcone",Cebpd,CPX
beta-Arabinopyranose,Cebpd,CPX
Butyl caprylate,Zmat5,CPX
L-Norvaline,Klhl18,CPX
Ethyl alpha-D-glucopyranoside,Klhl18,CPX
Norketamine,Klhl18,CPX
"2,3-Butanediol",Sh3bgrl2,CPX
Monomethyl succinate,Sh3bgrl2,CPX
1-Dodecanol,Slc35a3,CPX
1-Tetradecanol,Slc35a3,CPX
2'-Deoxyribolactone,Slc35a3,CPX
9-Octadecen-1-ol,Slc35a3,CPX
D-Allofuranose,Slc35a3,CPX
Decanoic acid,Slc35a3,CPX
Monomethyl succinate,Slc35a3,CPX
N-(2-hydroxyethyl)-succinimide,Slc35a3,CPX
Phenol,Slc35a3,CPX
Pimelic acid,Slc35a3,CPX
Undecanoic acid,Slc35a3,CPX
1-Octadecanol,Bcl2l12,CPX
Phenol,Bcl2l12,CPX
L-Valine,Pcmtd1,CPX
"Azetidine, 1-acetyl-2-methyl",Mafg,CPX
L-Valine,Mafg,CPX
"1,4-Butanediol",Dhx36,CPX
beta-D-(-)-Ribopyranose,St8sia2,CPX
L-Rhamnose,St8sia2,CPX
Pipecolic acid,St8sia2,CPX
2-Ethylhexanoic acid,Aasdhppt,CPX
3-Deoxyhexitol,Aasdhppt,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Aasdhppt,CPX
2'-Desoxyuridine,Kat8,CPX
Thymidine,Kat8,CPX
D-Fucitol,Ilvbl,CPX
alpha-Linolenic acid,Lrp6,CPX
Monomethyl succinate,Lrp6,CPX
N-(2-hydroxyethyl)-succinimide,Lrp6,CPX
2-Ethylhexanoic acid,Qser1,CPX
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Dnajc13,CPX
beta-Alanine,Dnajc13,CPX
L-Valine,B230219D22Rik,CPX
2-Pyrrolidinone,Upf2,CPX
beta-Alanine,Upf2,CPX
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Ric3,CPX
1-Octadecanol,Ric3,CPX
pyrazole,Ric3,CPX
Acetoacetic acid,Ric3,CPX
Benzoic Acid,Ric3,CPX
Citric acid,Ric3,CPX
Isopropyl myristate,Ric3,CPX
Palmitic Acid,Ric3,CPX
Pentanoic acid,Ric3,CPX
Picolinic acid,Ric3,CPX
Serine,Ric3,CPX
Urea,Ric3,CPX
"1,4-Butanediol",Camk1d,CPX
3-O-methyl-beta-D-Glucopyranose,Camk1d,CPX
L-Aspartic acid,Cep78,CPX
2-Piperidinone,Dcaf12l1,CPX
Hydroquinone,Dcaf12l1,CPX
Phenol,Dcaf12l1,CPX
Dihydrouracil,mt-Tv,CPX
Picolinic acid,mt-Tv,CPX
Syringaldehyde,mt-Tv,CPX
L-5-Oxoproline,Cnih2,CPX
Vanillin,Cnih2,CPX
D-Glucose,2610020C07Rik,CPX
"2,4-Di-tert-butylphenol",Vps37d,CPX
Sebacic acid,Vps37d,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Acad9,CPX
D-(-)-Fructofuranose,Acad9,CPX
3-Aminobutanoic acid,Fance,CPX
alpha-Tocopheryl acetate,Fance,CPX
"2-Butenoic acid, 2-hydroxy-",Sulf2,CPX
beta-Arabinopyranose,Sulf2,CPX
L-Leucine,Clcn2,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Sin3a,CPX
4-Methyl-5-thiazoleethanol,Sin3a,CPX
Tripropylene glycol monomethyl ether,Sin3a,CPX
Urea,Sin3a,CPX
"N,N-Diethyl-2-aminoethanol",Ap3s2,CPX
Citric acid,Lrp2bp,CPX
Niacinamide,Vmp1,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Vmp1,CPX
"1-Propanamine, N,N-diethyl-",Ubc,CPX
"Pentitol, 3-desoxy",Sema6a,CPX
"2,3,4-Trihydroxybutyric acid",Erbin,CPX
Hydracrylic acid,Erbin,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Erbin,CPX
Citric acid,Gm15587,CPX
"Propane, 2-methyl",Gm15587,CPX
"2',2,3,6'-Tetramethoxychalcone",Twsg1,CPX
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Ppfibp1,CPX
2'-Desoxyuridine,Rit1,CPX
Monomethyl succinate,Leprotl1,CPX
Phloretic acid,Leprotl1,CPX
1-Hexanol,Ndn,CPX
D-Mannopyranose,Id1,CPX
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",Osgepl1,CPX
2-Ethylacetoacetate,Osgepl1,CPX
Phloretic acid,Osgepl1,CPX
Picolinic acid,Osgepl1,CPX
Suberic acid,Osgepl1,CPX
Tyrosine,Osgepl1,CPX
Vanillin,Osgepl1,CPX
4-Methyl-5-thiazoleethanol,Xaf1,CPX
L-5-Oxoproline,Slc25a20,CPX
Aconitic acid,mt-Tl1,CPX
D-(+)-Glucosamine,mt-Tl1,CPX
Picolinic acid,mt-Tl1,CPX
Syringaldehyde,mt-Tl1,CPX
Uracil,mt-Tl1,CPX
Serine,Cep290,CPX
Sebacic acid,Cstf2,CPX
2-Ethylacetoacetate,Sox13,CPX
L-Valyl-L-leucine,Sox13,CPX
"beta-D-Galactopyranoside, methyl-, acetate",Scrib,CPX
"2,3-Butanediol",Mpp7,CPX
N-(2-hydroxyethyl)-succinimide,Mpp7,CPX
Tripropylene glycol monomethyl ether,Mpp7,CPX
Urea,Mpp7,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Pja2,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Zfp1007,CPX
Tripropylene glycol monomethyl ether,Zfp1007,CPX
1-Tetradecanol,Sytl2,CPX
Palmitic Acid,Sytl2,CPX
phenoxyethanol,Sytl2,CPX
Urea,Sytl2,CPX
3-Aminobutanoic acid,Hlf,CPX
Monolaurin,Hlf,CPX
Butanedioic acid,Foxc2,CPX
2-Pyrrolidinone,Atn1,CPX
Vanillin,Atn1,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Kpna3,CPX
Tripropylene glycol monomethyl ether,Kpna3,CPX
Urea,Kpna3,CPX
Decanoic acid,Fer,CPX
Norketamine,Yars1,CPX
"2-Allyl-1,4-dimethoxybenzene ",Tm9sf3,CPX
2-Piperidinone,Tm9sf3,CPX
Phloretic acid,Tm9sf3,CPX
Syringaldehyde,Tm9sf3,CPX
Urea,Tm9sf3,CPX
"2,5-Dimethoxybenzhydrazide",Stag2,CPX
2'-Desoxyuridine,Stag2,CPX
2-Ethylhexanoic acid,Stag2,CPX
4-Hydroxybenzaldehyde,Stag2,CPX
4-Hydroxybenzoic acid,Stag2,CPX
4-Methyl-5-thiazoleethanol,Stag2,CPX
9H-Purin-6-ol,Stag2,CPX
D-(+)-Glucosamine,Stag2,CPX
D-Glucose,Stag2,CPX
Dihydrouracil,Stag2,CPX
DL-Phenylalanine,Stag2,CPX
Hydracrylic acid,Stag2,CPX
L-(-)-Sorbofuranose,Stag2,CPX
L-5-Oxoproline,Stag2,CPX
L-Valine,Stag2,CPX
Phenylalanine,Stag2,CPX
Ribonic acid,Stag2,CPX
Syringaldehyde,Stag2,CPX
Uracil,Stag2,CPX
Urea,Stag2,CPX
pyrazole,Rpp30,CPX
Aconitic acid,Rpp30,CPX
L-Isoleucine,Rpp30,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Usp22,CPX
Octanoic acid,Atp7a,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Dync1h1,CPX
D-(-)-Fructofuranose,Dync1h1,CPX
6-Hydroxyhexanoic acid,2310014F06Rik,CPX
9-Octadecen-1-ol,2310014F06Rik,CPX
"Guanidine, N,N-dimethyl",2310014F06Rik,CPX
"Inosose-2, myo",2310014F06Rik,CPX
Isopropyl myristate,2310014F06Rik,CPX
phenoxyethanol,2310014F06Rik,CPX
L-5-Oxoproline,Map3k5,CPX
Vanillin,Map3k5,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Phactr2,CPX
9H-Purin-6-ol,Phactr2,CPX
DL-Phenylalanine,Phactr2,CPX
Hydracrylic acid,Phactr2,CPX
L-Valine,Phactr2,CPX
Uracil,Phactr2,CPX
L-Valine,Fcho2,CPX
D-Glucose,Smarca5,CPX
DL-Phenylalanine,Smarca5,CPX
L-Valine,Smarca5,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Smarca5,CPX
Phenylalanine,Smarca5,CPX
Tyrosine,Smarca5,CPX
Urea,Smarca5,CPX
Suberic acid,Sh2b3,CPX
9H-Purin-6-ol,Ncbp2,CPX
"N,N-Diethyl-2-aminoethanol",Ncbp2,CPX
Sebacic acid,Zfp300,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Gtpbp4,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Gtpbp4,CPX
L-Isoleucine,Gtpbp4,CPX
L-Leucine,Gtpbp4,CPX
L-Valine,Gtpbp4,CPX
Serine,Gtpbp4,CPX
Tricine,Gtpbp4,CPX
"2,3-Butanediol",Ube3c,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Ube3c,CPX
"2,5-Di-tert-butyl-4-hydroxyphenol",Ube3c,CPX
Monomethyl succinate,Ube3c,CPX
Pimelic acid,Ube3c,CPX
Suberic acid,Ube3c,CPX
D-(+)-Glucosamine,Pthlh,CPX
Methylsuccinic acid,Pthlh,CPX
D-(-)-Fructofuranose,Fam98b,CPX
Phenylalanine,Fam98b,CPX
3-O-methyl-beta-D-Glucopyranose,Serpinb8,CPX
D-(+)-Glucosamine,Serpinb8,CPX
Methylsuccinic acid,Serpinb8,CPX
Uracil,Serpinb8,CPX
Vanillin,Serpinb8,CPX
Cyclohexanecarboxylic acid,Abitram,CPX
L-Isoleucine,Stxbp4,CPX
Monomethyl succinate,Stxbp4,CPX
N-(2-hydroxyethyl)-succinimide,Stxbp4,CPX
Serine,Stxbp4,CPX
Suberic acid,Stxbp4,CPX
N-Acetyl glucosamine methoxime,Hmmr,CPX
L-Valyl-L-leucine,Dnase1l1,CPX
Deoxyglucose,Igfbp6,CPX
Xylose,Arl2bp,CPX
3-Undecene,Cntn1,CPX
Tetrahydrogeranyl formate,Cntn1,CPX
DL-Phenylalanine,Dhx9,CPX
Phenylalanine,Dhx9,CPX
Pyrrole-2-carboxylic acid,Dhx9,CPX
Tyrosine,Dhx9,CPX
"2-Allyl-1,4-dimethoxybenzene ",Gsta4,CPX
2-Ethylacetoacetate,Gsta4,CPX
4-Pyridinol,Gsta4,CPX
Butyl Succinate,Gsta4,CPX
"Erythrono-1,4-lactone",Gsta4,CPX
Syringaldehyde,Gsta4,CPX
Tripropylene glycol monomethyl ether,Gsta4,CPX
Vanillin,Gsta4,CPX
1-Dodecanol,Kmt5b,CPX
6-Hydroxyhexanoic acid,Kmt5b,CPX
"Guanidine, N,N-dimethyl",Kmt5b,CPX
Isopropyl myristate,Kmt5b,CPX
Phenol,Kmt5b,CPX
phenoxyethanol,Kmt5b,CPX
Xanthine,Ehd1,CPX
Serine,Mia2,CPX
beta-Arabinopyranose,Dr1,CPX
Urea,Slain2,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Vps36,CPX
L-Valine,Vps36,CPX
"2-Butenoic acid, 2-hydroxy-",Zbtb39,CPX
8-Hydroxy-5-(hydroxymethyl)quinoline,Lama1,CPX
Mrps5,B230398E01Rik,CTX
Shc1,Arhgap5,CTX
Shc1,Zfp74,CTX
Tmem62,Adsl,CTX
