n1,n2,source
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P-F",Suberic acid-F-F,FEC-PLS
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P-F",Supraene-F-F,FEC-PLS
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P-F",Tyrosine-F-F,FEC-PLS
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P-F",Xylazine-F-F,FEC-PLS
"1,3-bis[(Trimethylsilyl)ethynyl]benzene-P-F",Anthranilic acid-F-F,FEC-PLS
"1,3-bis[(Trimethylsilyl)ethynyl]benzene-P-F",Vanillin-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F","2,3,4-Trihydroxybutyric acid-F-F",FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",2-Ethylacetoacetate-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",Cyclohexanemethanol-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",D-Xylose-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",L-Proline-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",L-Rhamnose-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",Monomethyl succinate-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F","N-Acetyl-D-galactosamine, (R,R,R,R)-F-F",FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",Picolinic acid-F-F,FEC-PLS
"1,3-Cyclohexanebis(methylamine)-P-F",Trisaminol-F-F,FEC-PLS
"1,3,5-Benzetriol-P-F",3-Methyl-2-furoic acid-F-F,FEC-PLS
"1,3,5-Benzetriol-P-F",Deoxyribopyranose-F-F,FEC-PLS
"1,3,5-Benzetriol-P-F",D-Psicofuranose-F-F,FEC-PLS
"1,3,5-Benzetriol-P-F",l-Leucyl-l-valine-F-F,FEC-PLS
"1,3,5-Benzetriol-P-F",Phthalimide-F-F,FEC-PLS
"1,3,5-Benzetriol-P-F",Pyrogallol-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F-F",FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",2-Aminoadipic acid-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F","2-Pentenedioic acid, 2-hydroxy--F-F",FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",9-Octadecenoic acid-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",Acetoacetic acid-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F","Dimethyl hexopyranosiduronate, alpha-D-F-F",FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",l-Leucyl-l-valine-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",N-Acetyl glucosamine methoxime-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",Norketamine-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",Oxalic acid-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",Picolinic acid-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F","Propanoic acid, 2-methyl-, hexyl ester-F-F",FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",Salsoline-F-F,FEC-PLS
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P-F",Xylose-F-F,FEC-PLS
"1,4-Butanediol-P-F","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
"1,4-Butanediol-P-F",1-Octanol-F-F,FEC-PLS
"1,4-Butanediol-P-F",2-Butenedioic acid-F-F,FEC-PLS
"1,4-Butanediol-P-F",2-Ethylacetoacetate-F-F,FEC-PLS
"1,4-Butanediol-P-F",4-Coumaric acid-F-F,FEC-PLS
"1,4-Butanediol-P-F",Cyclohexanemethanol-F-F,FEC-PLS
"1,4-Butanediol-P-F",D-(-)-Fructopyranose-F-F,FEC-PLS
"1,4-Butanediol-P-F",l-Leucyl-l-valine-F-F,FEC-PLS
"1,4-Butanediol-P-F",Norketamine-F-F,FEC-PLS
"1,4-Butanediol-P-F",Pantolactone-F-F,FEC-PLS
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl-P-F","3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F-F",FEC-PLS
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl-P-F",Anthranilic acid-F-F,FEC-PLS
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl-P-F",D-Mannopyranose-F-F,FEC-PLS
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl-P-F",Hydroquinone-F-F,FEC-PLS
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl-P-F",Pentanedioic acid-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",2-Piperidinone-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F","3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F-F",FEC-PLS
"1,5-Anhydroglucitol-P-F",3-Oxo-1-cyclohexene-1-carboxylic acid-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",Dodecanamide-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",Dodecanoic acid-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",D-Xylose-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",Ferulic acid-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",Pyridoxine-F-F,FEC-PLS
"1,5-Anhydroglucitol-P-F",Tricine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,L-Norvaline-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,L-Serine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,3-Amino-2-piperidone-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,3-Pyridylcarbinol-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,4-Hydroxybenzaldehyde-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,5-Hydroxymethyl-2-furoic acid-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,D-(+)-Glucosamine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,DL-Phenylalanine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Kojic acid-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,L-Aspartic acid-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,L-Isoleucine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,L-Threonine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,L-Valine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Malic acid-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,N-Acetyl-L-phenylalanine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,N-Methyl-L-proline-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Phenylalanine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Pipecolic acid-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Propylamine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Pyrrole-2-carboxylic acid-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Supraene-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Tyrosine-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Uracil-F-F,FEC-PLS
10-Heptadecenoic acid-P-F,Vanillin-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F-F",FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,"2,3-Butanediol-F-F",FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,2-Hydroxy-2-methylbutyric acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Acetoacetic acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,"cis-4,5-Dihydroxy-o-dithiane-F-F",FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Glycolic acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Hexanedioic acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Levulinic acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Ribonic acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Ser-Leu-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Stearic acid-F-F,FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,"Stigmast-5-ene, 3beta-F-F",FEC-PLS
12-Hydroxyoctadecanoic acid-P-F,Trisaminol-F-F,FEC-PLS
12-Oxooctadecanoate-P-F,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
12-Oxooctadecanoate-P-F,5-Hydroxy-2-methylpyridine-F-F,FEC-PLS
12-Oxooctadecanoate-P-F,Cinnamic acid-F-F,FEC-PLS
12-Oxooctadecanoate-P-F,Cyclohexanemethanol-F-F,FEC-PLS
12-Oxooctadecanoate-P-F,D-Fucitol-F-F,FEC-PLS
12-Oxooctadecanoate-P-F,D-Psicofuranose-F-F,FEC-PLS
12-Oxooctadecanoate-P-F,Tetrahydrolinalool-F-F,FEC-PLS
13-Docosenamide-P-F,D-(-)-Fructopyranose-F-F,FEC-PLS
13-Docosenamide-P-F,Glyceric acid-F-F,FEC-PLS
13-Docosenamide-P-F,Hexanedioic acid-F-F,FEC-PLS
13-Docosenamide-P-F,"Hexonic acid, 3-deoxy-, gamma-lactone-F-F",FEC-PLS
13-Docosenamide-P-F,Pentanedioic acid-F-F,FEC-PLS
"15-Oxo-11Z,13E-eicosadienoic acid-P-F",2-Octanol-F-F,FEC-PLS
"15-Oxo-11Z,13E-eicosadienoic acid-P-F","Gulonic acid, gamma-lactone-F-F",FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",10-Heptadecenoic acid-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Acetohydroxamic acid-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Niacinamide-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F","2,3,4-Trihydroxybutyric acid-F-F",FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F","2,3-Butanediol-F-F",FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F-F",FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",2-Ethylacetoacetate-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",3-Hexenedioic acid-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F","3-Hydroxy-2,3-dihydromaltol-F-F",FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",3-Hydroxybutyric acid-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",8-Hydroxy-5-(hydroxymethyl)quinoline-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Cyclohexanemethanol-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",D-(-)-Ribofuranose-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",D-Xylose-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Hydroquinone-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",L-Fucose-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",l-Leucyl-l-valine-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",L-Proline-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",L-Rhamnose-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",L-Valyl-L-leucine-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Niacin-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Picolinic acid-F-F,FEC-PLS
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P-F",Syringic acid-F-F,FEC-PLS
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]--P-F","2-Butenoic acid, 2-hydroxy--F-F",FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",L-Hydroxyproline-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F","2,5-Dimethoxybenzhydrazide-F-F",FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",2-Hydroxy-3-methylbutyric acid-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",2-Hydroxy-5-methoxybenzaldehyde-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F-F",FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",4-Methoxyphenol-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",alpha-D-(+)-Talopyranose-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",Citric acid-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",Ethanolamine-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",Oxalic acid-F-F,FEC-PLS
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P-F",Pyrrole-2-carboxylic acid-F-F,FEC-PLS
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde-P-F",alpha-Tocopheryl acetate-F-F,FEC-PLS
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde-P-F","Methyl galactoside (1S,2S,3S,4R,5R)-F-F",FEC-PLS
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde-P-F",Ribitol-F-F,FEC-PLS
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-P-F,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F-F",FEC-PLS
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-P-F,"2,4-Di-tert-butylphenol-F-F",FEC-PLS
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-P-F,"D-(+)-Ribono-1,4-lactone-F-F",FEC-PLS
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-P-F,Pipecolic acid-F-F,FEC-PLS
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-P-F,Uracil-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",1-Octadecanol-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",3-Buten-2-one-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",3-Pyridylcarbinol-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",5-Hydroxy-2-methylpyridine-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",alpha-Tocopheryl acetate-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",Cytosine-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",Desmethylverapamil-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",L-Isoleucine-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F","L-Valinamide, N(2),N(2)-dimethyl-F-F",FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",Phenylalanine-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",Serine-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",Supraene-F-F,FEC-PLS
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P-F",Tyrosine-F-F,FEC-PLS
"2-Allyl-1,4-dimethoxybenzene-P-F",4-Methoxyphenol-F-F,FEC-PLS
"2-Allyl-1,4-dimethoxybenzene-P-F",Lignoceric acid-F-F,FEC-PLS
2-Amino-4-methylphenol-P-F,N-Methyl-alpha-aminoisobutyric acid-F-F,FEC-PLS
2-Amino-4-methylphenol-P-F,"1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
2-Amino-4-methylphenol-P-F,Butyl Succinate-F-F,FEC-PLS
2-Amino-4-methylphenol-P-F,"D-Erythro-Pentitol, 2-deoxy--F-F",FEC-PLS
"2-Amino-4,6-dihydroxypyrimidine-P-F","3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F-F",FEC-PLS
"2-Amino-4,6-dihydroxypyrimidine-P-F",Ser-Leu-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,L-Serine-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,"1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
2-Aminobutanoic acid-P-F,3-Pyridylcarbinol-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,D-(-)-Fructopyranose-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,D-(+)-Glucosamine-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,Levulinic acid-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,L-Rhamnose-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,L-Valine-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,Pentanedioic acid-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,Phenol-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,Phenylalanine-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,Propanedioic acid-F-F,FEC-PLS
2-Aminobutanoic acid-P-F,Serine-F-F,FEC-PLS
2-Butenedioic acid-P-F,"1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
2-Butenedioic acid-P-F,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F-F",FEC-PLS
2-Butenedioic acid-P-F,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester-F-F",FEC-PLS
2-Butenedioic acid-P-F,alpha-Tocopheryl acetate-F-F,FEC-PLS
2-Butenedioic acid-P-F,"Benzaldehyde, 2,5-dimethoxy-F-F",FEC-PLS
2-Butenedioic acid-P-F,"Dimethyl hexopyranosiduronate, alpha-D-F-F",FEC-PLS
2-Butenedioic acid-P-F,Heptadecanoic acid-F-F,FEC-PLS
2-Butenedioic acid-P-F,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F-F,FEC-PLS
2-Butenedioic acid-P-F,Methyl stearate-F-F,FEC-PLS
2-Butenedioic acid-P-F,"N,N-Diethyl-carbamate-F-F",FEC-PLS
2-Butenedioic acid-P-F,Octanoic acid-F-F,FEC-PLS
2-Butenedioic acid-P-F,Phthalazin-1-one-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,3-Hydroxyisovaleric acid-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,9-Octadecenoic acid-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,Dodecanamide-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,l-Leucyl-l-valine-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,Norketamine-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,Oxalic acid-F-F,FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,"Stigmast-5-ene, 3beta-F-F",FEC-PLS
2-Ethyl-3-hydroxypropionic acid-P-F,Xylose-F-F,FEC-PLS
2-Furoic acid-P-F,"2,4-Di-tert-butylphenol-F-F",FEC-PLS
2-Furoic acid-P-F,"2,5-Dimethoxybenzhydrazide-F-F",FEC-PLS
2-Furoic acid-P-F,2-Ketobutyric acid-F-F,FEC-PLS
2-Furoic acid-P-F,9-Octadecenoic acid-F-F,FEC-PLS
2-Furoic acid-P-F,alpha-D-(+)-Talopyranose-F-F,FEC-PLS
2-Furoic acid-P-F,Oxalic acid-F-F,FEC-PLS
2-Furoic acid-P-F,Ribonic acid-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",2-Pyrrolidinone-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",3-Pyridylcarbinol-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",4-hydroxy-3-penten-2-one-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",Cytosine-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",Deoxyribopyranose-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",Ethanolamine-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",Pipecolic acid-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",Tyrosine-F-F,FEC-PLS
"2-Heptanone, 4,6-dimethyl--P-F",Vanillin-F-F,FEC-PLS
2-Heptenoic acid-P-F,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
2-Heptenoic acid-P-F,1-Octanol-F-F,FEC-PLS
2-Heptenoic acid-P-F,"2,5-Dimethoxymandelic acid-F-F",FEC-PLS
2-Heptenoic acid-P-F,2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
2-Heptenoic acid-P-F,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F-F",FEC-PLS
2-Heptenoic acid-P-F,4-Methoxyphenol-F-F,FEC-PLS
2-Heptenoic acid-P-F,9-Octadecenoic acid-F-F,FEC-PLS
2-Heptenoic acid-P-F,Butanedioic acid-F-F,FEC-PLS
2-Heptenoic acid-P-F,D-Psicofuranose-F-F,FEC-PLS
2-Heptenoic acid-P-F,l-Leucyl-l-valine-F-F,FEC-PLS
2-Heptenoic acid-P-F,Monomethyl succinate-F-F,FEC-PLS
2-Heptenoic acid-P-F,Norketamine-F-F,FEC-PLS
2-Heptenoic acid-P-F,Oxalic acid-F-F,FEC-PLS
2-Heptenoic acid-P-F,Picolinic acid-F-F,FEC-PLS
2-Heptenoic acid-P-F,"Propanoic acid, 2-oxo-F-F",FEC-PLS
2-Heptenoic acid-P-F,Suberic acid-F-F,FEC-PLS
2-Heptenoic acid-P-F,Tricine-F-F,FEC-PLS
2-Heptenoic acid-P-F,Undecanoic acid-F-F,FEC-PLS
2-Heptenoic acid-P-F,Xylazine-F-F,FEC-PLS
2-Hexen-1-ol-P-F,3-Methylvaleric acid-F-F,FEC-PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P-F","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P-F","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F-F",FEC-PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P-F",3-Hydroxyisovaleric acid-F-F,FEC-PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P-F",Arabinose-F-F,FEC-PLS
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P-F",Phenylpropanolamine-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,"2',2,3,6'-Tetramethoxychalcone-F-F",FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,"2-Methyl-4,6-dinitrophenol-F-F",FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,3-Oxo-1-cyclohexene-1-carboxylic acid-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Desmethylverapamil-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Dodecanoic acid-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Hexanoic acid-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,L-Proline-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,"L-Valinamide, N(2),N(2)-dimethyl-F-F",FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Methylmaleic acid-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Pyridoxine-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Sebacic acid-F-F,FEC-PLS
2-Hydroxy-5-methoxybenzaldehyde-P-F,Tetrahydrolinalool-F-F,FEC-PLS
2-Hydroxybutyric acid-P-F,Erythritol-F-F,FEC-PLS
2-Hydroxybutyric acid-P-F,1-Octanol-F-F,FEC-PLS
2-Hydroxybutyric acid-P-F,2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
2-Hydroxybutyric acid-P-F,Cinnamic acid-F-F,FEC-PLS
2-Hydroxybutyric acid-P-F,Phthalimide-F-F,FEC-PLS
2-Hydroxybutyric acid-P-F,"Propanoic acid, 2-oxo-F-F",FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,L-Serine-F-F,FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,"2,3,4-Trihydroxybutyric acid-F-F",FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,3-Pyridylcarbinol-F-F,FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,4-Methoxyphenol-F-F,FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,9-Octadecenamide-F-F,FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,Cyclohexanol-F-F,FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,D-(-)-Fructofuranose-F-F,FEC-PLS
2-Isopropyl-5-methyl-1-heptanol-P-F,Deoxyribopyranose-F-F,FEC-PLS
