n1,n2,edge_dir,FDR
"Benzoic acid, methyl ester-P",6-Hydroxyhexanoic acid-F,1,0.737221959
"Benzoic acid, methyl ester-P","7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-F",-1,0.449117453
"Benzoic acid, methyl ester-P",8-Hydroxy-5-(hydroxymethyl)quinoline-F,-1,0.496525419
"Benzoic acid, methyl ester-P",9-Octadecen-1-ol-F,1,0.405708641
"Benzoic acid, methyl ester-P",9-Octadecenoic acid-F,-1,0.285588636
"Benzoic acid, methyl ester-P",Aconitic acid-F,1,0.102945533
"Benzoic acid, methyl ester-P",alpha-D-Xylopyranose-F,1,0.459221457
"Benzoic acid, methyl ester-P",alpha-L-(-)-Fucopyranose-F,-1,0.721678903
"Benzoic acid, methyl ester-P",Arabinose-F,-1,0.209976818
"Benzoic acid, methyl ester-P","Azetidine, 1-acetyl-2-methyl-F",1,0.89084783
"Benzoic acid, methyl ester-P",Benzoic Acid-F,-1,0.360083767
"Benzoic acid, methyl ester-P",beta-D-(-)-Ribopyranose-F,1,0.597191674
"Benzoic acid, methyl ester-P",Butyl Succinate-F,1,0.493365721
"Benzoic acid, methyl ester-P",Campesterol-F,1,0.75389389
"Benzoic acid, methyl ester-P",Cholesterol-F,1,0.190894929
"Benzoic acid, methyl ester-P",Cinnamic acid-F,1,0.05693156
"Benzoic acid, methyl ester-P","cis-4,5-Dihydroxy-o-dithiane-F",1,0.268658599
"Benzoic acid, methyl ester-P",Citric acid-F,1,0.612027751
"Benzoic acid, methyl ester-P",Cyclohexanemethanol-F,-1,0.886256565
"Benzoic acid, methyl ester-P","Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",1,0.959067367
"Benzoic acid, methyl ester-P",D-(-)-Fructofuranose-F,1,0.288608588
"Benzoic acid, methyl ester-P",D-(+)-Glucosamine-F,1,0.330144576
"Benzoic acid, methyl ester-P",D-(+)-Talofuranose-F,-1,0.462529727
"Benzoic acid, methyl ester-P",Decyl oleate-F,1,0.812793287
"Benzoic acid, methyl ester-P",Deoxycholic Acid-F,-1,0.744040859
"Benzoic acid, methyl ester-P",Deoxyribopyranose-F,-1,0.359325828
"Benzoic acid, methyl ester-P",Desmethylverapamil-F,-1,0.904208674
"Benzoic acid, methyl ester-P",DL-Phenylalanine-F,1,0.415148244
"Benzoic acid, methyl ester-P",Dodecanoic acid-F,-1,0.516039339
"Benzoic acid, methyl ester-P",D-Psicofuranose-F,-1,0.235416258
"Benzoic acid, methyl ester-P",D-Xylose-F,1,0.594915748
"Benzoic acid, methyl ester-P",Ethanolamine-F,-1,0.318247147
"Benzoic acid, methyl ester-P",Hexacosanoic acid-F,1,0.811219837
"Benzoic acid, methyl ester-P",Hexanoic acid-F,-1,0.22663604
"Benzoic acid, methyl ester-P","Hexonic acid, 3-deoxy-, gamma-lactone-F",1,0.247957351
"Benzoic acid, methyl ester-P",Hymexazole-F,-1,0.890396525
"Benzoic acid, methyl ester-P","Inosose-2, myo-F",-1,0.398070735
"Benzoic acid, methyl ester-P",Isocitric acid lactone-F,-1,0.340728176
"Benzoic acid, methyl ester-P",Itaconic acid-F,-1,0.968615422
"Benzoic acid, methyl ester-P",Ketamine-F,-1,0.467920668
"Benzoic acid, methyl ester-P",L-(+)-Lactic acid-F,1,0.815094073
"Benzoic acid, methyl ester-P",L-(+)-Rhamnopyranose-F,-1,0.536037452
"Benzoic acid, methyl ester-P",L-5-Oxoproline-F,1,0.405995819
"Benzoic acid, methyl ester-P",L-Aspartic acid-F,1,0.125743418
"Benzoic acid, methyl ester-P",L-Glutamic acid-F,1,0.292490251
"Benzoic acid, methyl ester-P",L-Leucine-F,1,0.653682094
"Benzoic acid, methyl ester-P",L-Proline-F,1,0.610552179
"Benzoic acid, methyl ester-P","L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.025684434
"Benzoic acid, methyl ester-P",L-Valine-F,1,0.372396121
"Benzoic acid, methyl ester-P",Menthol-F,-1,0.090288265
"Benzoic acid, methyl ester-P","Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",1,0.369915589
"Benzoic acid, methyl ester-P","Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.468891782
"Benzoic acid, methyl ester-P",Methylmaleic acid-F,-1,0.929749119
"Benzoic acid, methyl ester-P",Methylsuccinic acid-F,1,0.635131935
"Benzoic acid, methyl ester-P",Myristic acid-F,-1,0.839511321
"Benzoic acid, methyl ester-P",N-(2-hydroxyethyl)-succinimide-F,1,0.261676184
"Benzoic acid, methyl ester-P",N-Acetyl glucosamine methoxime-F,-1,0.758156601
"Benzoic acid, methyl ester-P",N-Acetyl-L-phenylalanine-F,1,0.32359812
"Benzoic acid, methyl ester-P",n-Nonylcyclohexane-F,1,0.870466274
"Benzoic acid, methyl ester-P",Nonanoic acid-F,-1,0.36857306
"Benzoic acid, methyl ester-P",Octanoic acid-F,-1,0.378671479
"Benzoic acid, methyl ester-P",Oxalic acid-F,1,0.60519487
"Benzoic acid, methyl ester-P",Pantolactone-F,-1,0.742609441
"Benzoic acid, methyl ester-P",Pantothenic acid-F,1,0.861449287
"Benzoic acid, methyl ester-P",Pentanoic acid-F,-1,0.36534754
"Benzoic acid, methyl ester-P",phenoxyethanol-F,1,0.47582435
"Benzoic acid, methyl ester-P",Phenylalanine-F,1,0.505491689
"Benzoic acid, methyl ester-P",Phthalazin-1-one-F,-1,0.423520053
"Benzoic acid, methyl ester-P",Pimelic acid-F,1,0.760318459
"Benzoic acid, methyl ester-P",Pipecolic acid-F,1,0.309123502
"Benzoic acid, methyl ester-P","Propane, 2-methyl-F",-1,0.191326954
"Benzoic acid, methyl ester-P","Propanoic acid, 2-oxo-F",1,0.674997813
"Benzoic acid, methyl ester-P",Propylamine-F,-1,0.044528674
"Benzoic acid, methyl ester-P",Protocatechoic acid-F,-1,0.687389949
"Benzoic acid, methyl ester-P",Putrescine-F,-1,0.247697163
"Benzoic acid, methyl ester-P",Pyridoxic acid-F,-1,0.432652152
"Benzoic acid, methyl ester-P",Pyridoxine-F,-1,0.492238106
"Benzoic acid, methyl ester-P",Pyrogallol-F,1,0.657010173
"Benzoic acid, methyl ester-P",Pyrrole-2-carboxylic acid-F,1,0.154652058
"Benzoic acid, methyl ester-P",Ribonic acid-F,-1,0.719587767
"Benzoic acid, methyl ester-P",Salsoline-F,1,0.506749149
"Benzoic acid, methyl ester-P",Stearic acid-F,-1,0.758585237
"Benzoic acid, methyl ester-P",Syringaldehyde-F,1,0.420453075
"Benzoic acid, methyl ester-P","Thymidine, 5'-phosphate-F",1,0.553184209
"Benzoic acid, methyl ester-P",Triethanolamine-F,-1,0.515392205
"Benzoic acid, methyl ester-P",Tripropylene glycol monomethyl ether-F,-1,0.425389846
"Benzoic acid, methyl ester-P",Undecanoic acid-F,-1,0.737903251
"Benzoic acid, methyl ester-P",Uracil-F,1,0.299223289
"Benzoic acid, methyl ester-P",Urea-F,1,0.800823479
"Benzoic acid, methyl ester-P",Valylglycine-F,1,0.409924046
"Benzoic acid, methyl ester-P",Valylvaline-F,1,0.37113654
"Benzoic acid, methyl ester-P",Xylose-F,-1,0.60858742
"Benzoic acid, pentadecyl ester-P",Butyl caprylate-F,1,0.35550858
"Benzoic acid, pentadecyl ester-P",L-Asparagine-F,1,0.156636822
"Benzoic acid, pentadecyl ester-P","1,2,4,5-Cyclohexanetetrol-F",1,0.302314396
"Benzoic acid, pentadecyl ester-P",12-Oxooctadecanoate-F,1,0.635133736
"Benzoic acid, pentadecyl ester-P",13-Docosenamide-F,1,0.640054367
"Benzoic acid, pentadecyl ester-P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.656251952
"Benzoic acid, pentadecyl ester-P","1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",1,0.676204645
"Benzoic acid, pentadecyl ester-P",1-Tetradecanol-F,1,0.406113793
"Benzoic acid, pentadecyl ester-P","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",-1,0.936232904
"Benzoic acid, pentadecyl ester-P",2-Aminoadipic acid-F,-1,0.49418381
"Benzoic acid, pentadecyl ester-P",2-Hydroxy-3-methylbutyric acid-F,1,0.40947874
"Benzoic acid, pentadecyl ester-P",2-Palmitoylglycerol-F,-1,0.948823451
"Benzoic acid, pentadecyl ester-P",2-Pentenedioic acid-F,1,0.886055646
"Benzoic acid, pentadecyl ester-P",2-tert-Butyl-4-ethylphenol-F,1,0.537588646
"Benzoic acid, pentadecyl ester-P","3,4-Dimethoxymandelic acid-F",1,0.613936331
"Benzoic acid, pentadecyl ester-P","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.384213597
"Benzoic acid, pentadecyl ester-P",3-Hexenedioic acid-F,1,0.416300404
"Benzoic acid, pentadecyl ester-P",3-Hydroxybutyric acid-F,1,0.331279673
"Benzoic acid, pentadecyl ester-P",3-Hydroxyisovaleric acid-F,-1,0.438724712
"Benzoic acid, pentadecyl ester-P",3-O-methyl-beta-D-Glucopyranose-F,1,0.861874891
"Benzoic acid, pentadecyl ester-P",3-Oxo-1-cyclohexene-1-carboxylic acid-F,1,0.597845847
"Benzoic acid, pentadecyl ester-P",3-Pyridylcarbinol-F,1,0.558700696
"Benzoic acid, pentadecyl ester-P",4-Hydroxyphenyllactic acid-F,1,0.584598074
"Benzoic acid, pentadecyl ester-P",4-Methyl-5-thiazoleethanol-F,-1,0.73566399
"Benzoic acid, pentadecyl ester-P",5-Hydroxymethyl-2-furoic acid-F,1,0.491315784
"Benzoic acid, pentadecyl ester-P",5-Oxohexanoic Acid-F,-1,0.758585237
"Benzoic acid, pentadecyl ester-P",9-Octadecenamide-F,1,0.290177501
"Benzoic acid, pentadecyl ester-P",9-Octadecenoic acid-F,-1,0.258924637
"Benzoic acid, pentadecyl ester-P",Aconitic acid-F,1,0.319992791
"Benzoic acid, pentadecyl ester-P",Arabinose-F,-1,0.357563251
"Benzoic acid, pentadecyl ester-P",Azelaic acid-F,1,0.535789901
"Benzoic acid, pentadecyl ester-P",Butanedioic acid-F,-1,0.79586241
"Benzoic acid, pentadecyl ester-P",Butyl Succinate-F,1,0.33980255
"Benzoic acid, pentadecyl ester-P",Cinnamic acid-F,1,0.124334292
"Benzoic acid, pentadecyl ester-P","D-(+)-Ribono-1,4-lactone-F",-1,0.722358795
"Benzoic acid, pentadecyl ester-P",D-Allofuranose-F,1,0.628988152
"Benzoic acid, pentadecyl ester-P",Decyl oleate-F,1,0.11577403
"Benzoic acid, pentadecyl ester-P",Deoxycholic Acid-F,1,0.49418381
"Benzoic acid, pentadecyl ester-P",D-Fructose-F,1,0.660493492
"Benzoic acid, pentadecyl ester-P",D-Fucitol-F,1,0.563298342
"Benzoic acid, pentadecyl ester-P","Dimethyl hexopyranosiduronate, alpha-D-F",1,0.383097424
"Benzoic acid, pentadecyl ester-P",DL-Phenylalanine-F,1,0.537907495
"Benzoic acid, pentadecyl ester-P",Dodecanamide-F,1,0.47958972
"Benzoic acid, pentadecyl ester-P",D-Psicofuranose-F,-1,0.138802481
"Benzoic acid, pentadecyl ester-P",Glycerol tricaprylate-F,1,0.712850218
"Benzoic acid, pentadecyl ester-P","Hydantoin, 5-hydroxy-F",1,0.299139151
"Benzoic acid, pentadecyl ester-P",Hydroquinone-F,1,0.76251868
"Benzoic acid, pentadecyl ester-P",L-(+)-Lactic acid-F,1,0.679828885
"Benzoic acid, pentadecyl ester-P",L-(+)-Rhamnopyranose-F,-1,0.756853978
"Benzoic acid, pentadecyl ester-P",L-5-Oxoproline-F,1,0.861559685
"Benzoic acid, pentadecyl ester-P",L-Aspartic acid-F,-1,0.702626953
"Benzoic acid, pentadecyl ester-P","L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.680198582
"Benzoic acid, pentadecyl ester-P",Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F,1,0.438835015
"Benzoic acid, pentadecyl ester-P",Methyl beta-Arabinofuranoside-F,1,0.373805583
"Benzoic acid, pentadecyl ester-P","Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.446056353
"Benzoic acid, pentadecyl ester-P",Methylmaleic acid-F,-1,0.854911621
"Benzoic acid, pentadecyl ester-P",N-(2-hydroxyethyl)-succinimide-F,1,0.423196996
"Benzoic acid, pentadecyl ester-P",N-Acetyl glucosamine methoxime-F,-1,0.843455236
"Benzoic acid, pentadecyl ester-P",N-Acetyl-L-glutamic acid-F,1,0.679793846
"Benzoic acid, pentadecyl ester-P",N-Acetyl-L-phenylalanine-F,1,0.814320176
"Benzoic acid, pentadecyl ester-P",N-Methyl-L-proline-F,-1,0.826035383
"Benzoic acid, pentadecyl ester-P",Norketamine-F,1,0.852967148
"Benzoic acid, pentadecyl ester-P",Palmitic Acid-F,1,0.520946182
"Benzoic acid, pentadecyl ester-P",Phenol-F,1,0.439131511
"Benzoic acid, pentadecyl ester-P",phenoxyethanol-F,1,0.135601739
"Benzoic acid, pentadecyl ester-P",Phloretic acid-F,1,0.560553972
"Benzoic acid, pentadecyl ester-P","Propanoic acid, 2-methyl-, hexyl ester-F",1,0.320930554
"Benzoic acid, pentadecyl ester-P","Propanoic acid, 2-oxo-F",1,0.449117453
"Benzoic acid, pentadecyl ester-P",Ribitol-F,1,0.642950847
"Benzoic acid, pentadecyl ester-P","Stigmast-5-ene, 3beta-F",1,0.091934335
"Benzoic acid, pentadecyl ester-P",Tetrahydrolinalool-F,1,0.464635657
"Benzoic acid, pentadecyl ester-P",Thymidine-F,-1,0.726677062
"Benzoic acid, pentadecyl ester-P",Undecanoic acid-F,-1,0.679793846
"Benzoic acid, pentadecyl ester-P",Urea-F,1,0.112520693
"Benzoic acid, pentadecyl ester-P",Uridine-F,-1,0.725673117
"Benzoic acid, pentadecyl ester-P",Valylglycine-F,1,0.300395582
"Benzoic acid, pentadecyl ester-P",Xylazine-F,1,0.512900309
"Benzoic acid, pentadecyl ester-P",Xylose-F,-1,0.347722078
Benzoic Acid-P,Acetohydroxamic acid-F,1,0.415283652
Benzoic Acid-P,N-Acetylglucosamine-F,1,0.387610442
Benzoic Acid-P,Phloroglucinol-F,1,0.435744395
Benzoic Acid-P,Xanthine-F,-1,0.475957052
Benzoic Acid-P,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F",1,0.353696575
Benzoic Acid-P,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol-F,-1,0.612811679
Benzoic Acid-P,12-Oxooctadecanoate-F,1,0.088602373
Benzoic Acid-P,"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",1,0.962936025
Benzoic Acid-P,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.975094509
Benzoic Acid-P,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",-1,0.988443031
Benzoic Acid-P,2-Amino-4-tert-butylphenol-F,-1,0.968615422
Benzoic Acid-P,2-Ketobutyric acid-F,-1,0.599612233
Benzoic Acid-P,"2-Methyl-4,6-dinitrophenol-F",-1,0.381834981
Benzoic Acid-P,2-Octanol-F,-1,0.460110493
Benzoic Acid-P,2-Palmitoylglycerol-F,-1,0.721678903
Benzoic Acid-P,2-Piperidinone-F,1,0.092687942
Benzoic Acid-P,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F",-1,0.319800051
Benzoic Acid-P,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.779522936
Benzoic Acid-P,3-Amino-2-piperidone-F,1,0.17328687
Benzoic Acid-P,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F",1,0.513291362
Benzoic Acid-P,3-Hydroxyisovaleric acid-F,-1,0.754312303
Benzoic Acid-P,3-Undecene-F,-1,0.841112984
Benzoic Acid-P,4-Hydroxyphenyllactic acid-F,1,0.336568211
Benzoic Acid-P,4-Pyridinol-F,-1,0.686148747
Benzoic Acid-P,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine-F",1,0.71090529
Benzoic Acid-P,5-Aminovaleric acid-F,1,0.535333329
Benzoic Acid-P,6-Hydroxyhexanoic acid-F,-1,0.333504814
Benzoic Acid-P,9H-Purin-6-ol-F,-1,0.179841059
Benzoic Acid-P,alpha-D-(+)-Talopyranose-F,1,0.424633983
Benzoic Acid-P,"Arabino-Hexonic acid, 2-deoxy-, gamma-lactone-F",1,0.341990407
Benzoic Acid-P,Azelaic acid-F,1,0.802799654
Benzoic Acid-P,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester-F",1,0.883846283
Benzoic Acid-P,Benzoic Acid-F,-1,0.995047897
Benzoic Acid-P,beta-Arabinopyranose-F,-1,0.856311894
Benzoic Acid-P,Cinnamic acid-F,1,0.39348707
Benzoic Acid-P,"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane-F",-1,0.498833144
Benzoic Acid-P,"cis-4,5-Dihydroxy-o-dithiane-F",1,0.228653571
Benzoic Acid-P,Citric acid-F,1,0.438835015
Benzoic Acid-P,D-(-)-Ribofuranose-F,1,0.531656392
Benzoic Acid-P,D-(+)-Galactopyranose-F,1,0.742777933
Benzoic Acid-P,D-Allofuranose-F,1,0.733361348
Benzoic Acid-P,D-Arabinose-F,1,0.560208481
Benzoic Acid-P,Deoxycholic Acid-F,1,0.836648645
Benzoic Acid-P,D-Fucitol-F,1,0.409967371
Benzoic Acid-P,Dihydrouracil-F,-1,0.588454951
Benzoic Acid-P,Dodecanamide-F,-1,0.19163298
Benzoic Acid-P,Dodecanoic acid-F,-1,0.63774997
Benzoic Acid-P,D-Psicofuranose-F,-1,0.847163585
Benzoic Acid-P,D-Xylose-F,1,0.129689577
Benzoic Acid-P,Ethanolamine-F,-1,0.936858084
Benzoic Acid-P,Glucopyranose-F,-1,0.978130614
Benzoic Acid-P,Hexanoic acid-F,-1,0.320349878
Benzoic Acid-P,Isopropyl palmitate-F,-1,0.45981151
Benzoic Acid-P,L-Rhamnose-F,1,0.2189448
Benzoic Acid-P,"L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.113306173
Benzoic Acid-P,Malic acid-F,1,0.243900513
Benzoic Acid-P,Menthol-F,-1,0.33962099
Benzoic Acid-P,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",1,0.17328687
Benzoic Acid-P,Methyl beta-Arabinofuranoside-F,1,0.526350894
Benzoic Acid-P,"Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.200830662
Benzoic Acid-P,N-(2-hydroxyethyl)-succinimide-F,1,0.381955375
Benzoic Acid-P,N-Acetyl-L-glutamic acid-F,-1,0.521106529
Benzoic Acid-P,N-Acetyl-L-phenylalanine-F,1,0.299139151
Benzoic Acid-P,Pantolactone-F,-1,0.869061142
Benzoic Acid-P,Phenol-F,1,0.521926581
Benzoic Acid-P,phenoxyethanol-F,1,0.542031389
Benzoic Acid-P,Phloretic acid-F,1,0.834281235
Benzoic Acid-P,Phthalazin-1-one-F,-1,0.200664548
Benzoic Acid-P,Propylamine-F,-1,0.249223257
Benzoic Acid-P,Pyrrole-2-carboxylic acid-F,1,0.487321663
Benzoic Acid-P,Tripropylene glycol monomethyl ether-F,-1,0.44337267
Benzoic Acid-P,Uridine-F,-1,0.936858084
Benzophenone-P,Deoxyglucose-F,-1,0.474609826
Benzophenone-P,L-Asparagine-F,1,0.198308729
Benzophenone-P,L-Glutamine-F,-1,0.995365804
Benzophenone-P,Thr-Leu-F,-1,0.323187913
Benzophenone-P,"1,4-Butanediol-F",-1,0.428710597
Benzophenone-P,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.047660045
Benzophenone-P,1-Octanol-F,-1,0.04201314
Benzophenone-P,1-Tetradecanol-F,1,0.75085386
Benzophenone-P,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.31380517
Benzophenone-P,"2,5-Dimethoxymandelic acid-F",1,0.143212087
Benzophenone-P,2-Pyrrolidinone-F,-1,0.219703983
Benzophenone-P,2-tert-Butyl-4-ethylphenol-F,1,0.156668112
Benzophenone-P,"3,4,5-Trihydroxypentanoic acid-F",1,0.930387321
Benzophenone-P,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F",1,0.692489782
Benzophenone-P,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.100190367
Benzophenone-P,"3,5-Dimethylphenol-F",1,0.209976818
Benzophenone-P,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F",1,0.901650171
Benzophenone-P,3-Methylvaleric acid-F,-1,0.634503916
Benzophenone-P,4-Hydroxybutanoic acid-F,1,0.911450982
Benzophenone-P,"9,12-Octadecadienoic acid-F",1,0.469267148
Benzophenone-P,9-Octadecenamide-F,1,0.678170594
Benzophenone-P,9-Octadecenoic acid-F,-1,0.021886186
Benzophenone-P,Acetoacetic acid-F,-1,0.285588636
Benzophenone-P,Aconitic acid-F,1,0.407451401
Benzophenone-P,Arabinose-F,-1,0.050668559
Benzophenone-P,Azelaic acid-F,1,0.657623678
Benzophenone-P,"beta-D-Galactopyranoside, methyl-, acetate-F",-1,0.895706414
Benzophenone-P,Butanedioic acid-F,-1,0.452585952
Benzophenone-P,Cinnamic acid-F,1,0.125743418
Benzophenone-P,"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane-F",-1,0.606926011
Benzophenone-P,D-(-)-Fructopyranose-F,-1,0.084058287
Benzophenone-P,D-Allofuranose-F,1,0.454385795
Benzophenone-P,"D-Erythro-Pentitol, 2-deoxy--F",-1,0.552540802
Benzophenone-P,D-Fucitol-F,1,0.387610442
Benzophenone-P,DL-Phenylalanine-F,1,0.60858742
Benzophenone-P,Ethyl alpha-D-glucopyranoside-F,-1,0.327181966
Benzophenone-P,Hexacosanoic acid-F,-1,0.597845847
Benzophenone-P,Hexanoic acid-F,-1,0.580285577
Benzophenone-P,"Hexonic acid, 3-deoxy-, gamma-lactone-F",-1,0.343205199
Benzophenone-P,"Hydantoin, 5-hydroxy-F",1,0.276300534
Benzophenone-P,L-(+)-Lactic acid-F,1,0.742267785
Benzophenone-P,L-(+)-Rhamnopyranose-F,-1,0.583602593
Benzophenone-P,l-Leucyl-l-valine-F,1,0.040688378
Benzophenone-P,L-Valine-F,1,0.33962099
Benzophenone-P,Methyl beta-Arabinofuranoside-F,1,0.58064565
Benzophenone-P,Methylsuccinic acid-F,-1,0.751579284
Benzophenone-P,N-(2-hydroxyethyl)-succinimide-F,1,0.998945382
Benzophenone-P,Norketamine-F,1,0.10308355
Benzophenone-P,Oxalic acid-F,1,0.11887728
Benzophenone-P,"Pentanoic acid, 4-methyl-2-oxo--F",-1,0.822352229
Benzophenone-P,phenoxyethanol-F,1,0.479688747
Benzophenone-P,Phenylalanine-F,1,0.797211705
Benzophenone-P,Phthalimide-F,1,0.054139489
Benzophenone-P,"Propanoic acid, 2-methyl-, hexyl ester-F",1,0.110554145
Benzophenone-P,"Propanoic acid, 2-oxo-F",1,0.107515564
Benzophenone-P,Putrescine-F,-1,0.792644701
Benzophenone-P,Ribitol-F,1,0.522152539
Benzophenone-P,Sedoheptulose anhydride-F,-1,0.573014004
Benzophenone-P,Ser-Leu-F,1,0.524626527
Benzophenone-P,"Stigmast-5-ene, 3beta-F",1,0.069586543
Benzophenone-P,Suberic acid-F,-1,0.164182445
Benzophenone-P,Triethanolamine-F,-1,0.717002388
Benzophenone-P,Undecanoic acid-F,-1,0.529905696
Benzophenone-P,Urea-F,1,0.461612711
Benzophenone-P,Uridine-F,-1,0.271706929
Benzophenone-P,Valylglycine-F,1,0.417425505
Benzophenone-P,Valylvaline-F,1,0.290033684
Benzophenone-P,Xylazine-F,1,0.164182445
Benzophenone-P,Xylose-F,-1,0.039104196
Benzyl alcohol-P,10-Heptadecenoic acid-F,-1,0.734786788
Benzyl alcohol-P,4-Pentenoic acid-F,-1,0.033771879
Benzyl alcohol-P,Deoxyglucose-F,-1,0.132298372
Benzyl alcohol-P,L-Serine-F,1,0.862856829
Benzyl alcohol-P,Niacinamide-F,1,0.33298521
Benzyl alcohol-P,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F",1,0.219703983
Benzyl alcohol-P,"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl--F",1,0.42481533
Benzyl alcohol-P,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy--F",-1,0.532426026
Benzyl alcohol-P,17-alpha-Hydroxypregnenolone-F,1,0.086004197
Benzyl alcohol-P,1-Dodecanol-F,-1,0.827973303
Benzyl alcohol-P,1-Methyl-4-hydroxy-1H-imidazol-2-amine-F,-1,0.989341161
Benzyl alcohol-P,"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",1,0.405708641
Benzyl alcohol-P,1-Tetradecanol-F,1,0.753638932
Benzyl alcohol-P,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",-1,0.552222464
Benzyl alcohol-P,"2,4-Di-tert-butylphenol-F",1,0.082809461
Benzyl alcohol-P,"2-Allyl-1,4-dimethoxybenzene-F",1,0.075715672
Benzyl alcohol-P,2-Amino-4-tert-butylphenol-F,1,0.758585237
Benzyl alcohol-P,"2-Butenoic acid, 2-hydroxy--F",1,0.556625122
Benzyl alcohol-P,2-Ketobutyric acid-F,-1,0.330144576
Benzyl alcohol-P,"2-Methyl-4,6-dinitrophenol-F",-1,0.975094509
Benzyl alcohol-P,3-(3-Hydroxyphenyl)propanoic acid-F,-1,0.063227294
Benzyl alcohol-P,3-Methyl-2-furoic acid-F,1,0.052001241
Benzyl alcohol-P,3-Methylvaleric acid-F,-1,0.870466274
Benzyl alcohol-P,3-Pyridylcarbinol-F,1,0.690125408
Benzyl alcohol-P,4-hydroxy-3-penten-2-one-F,1,0.132841193
Benzyl alcohol-P,4-Hydroxybenzeneacetic acid-F,1,0.391341308
Benzyl alcohol-P,4-Hydroxybenzoic acid-F,1,0.755044811
Benzyl alcohol-P,4-Methyl-5-thiazoleethanol-F,-1,0.163559898
Benzyl alcohol-P,4-hydroxycyclohexylacetate-F,1,0.162080116
Benzyl alcohol-P,5-Aminovaleric acid-F,1,0.876990814
Benzyl alcohol-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-F",1,0.134646915
Benzyl alcohol-P,5-Methyluridine-F,-1,0.518924604
Benzyl alcohol-P,5-Oxohexanoic Acid-F,-1,0.672719209
Benzyl alcohol-P,6-Hydroxyhexanoic acid-F,-1,0.350660711
Benzyl alcohol-P,alpha-Ketoisovaleric acid-F,1,0.515392205
Benzyl alcohol-P,alpha-L-(-)-Fucopyranose-F,-1,0.389225701
Benzyl alcohol-P,alpha-Linolenic acid-F,-1,0.114943798
Benzyl alcohol-P,Arabinose-F,-1,0.148309907
Benzyl alcohol-P,"Azetidine, 1-acetyl-2-methyl-F",1,0.49418381
Benzyl alcohol-P,"Benzaldehyde, 2,5-dimethoxy-F",1,0.08743755
Benzyl alcohol-P,"beta-D-Galactopyranoside, methyl-, acetate-F",-1,0.292490251
