101_DSS,102_DSS,T0.7_DSS,103_DSS,100_DSS,106_DSS,104_DSS,ID,75_DSS,3369_VECPAC,3673_VECPAC,3354_VECPAC,3319_VECPAC,3678_VECPAC,3353_VECPAC,3337_VECPAC,3675_VECPAC,3329_VECPAC,3307_VECPAC,3680_VECPAC,3302_VECPAC,3677_VECPAC,3674_VECPAC,3688_VECPAC,3679_VECPAC,941_LPS,934_LPS,935_LPS,940_LPS
8.577534420262301e-07,,2.2054247857428415e-05,,,,,Glucopyranose-F,,5.739971462712748e-06,6.572915440251007e-06,9.258704550439152e-06,7.296450944916284e-08,6.029258748765645e-06,4.591718606998633e-06,8.843702351791274e-06,4.892517280039451e-06,5.57539324073144e-06,9.213874226892582e-06,5.153499881227712e-06,2.4373025423558204e-06,5.962390865157176e-06,5.153499881227712e-06,4.060200940597134e-06,5.346310822575526e-06,1.0514066459711718e-05,1.4544582915854817e-06,5.245461032053393e-06,1.478167612241706e-05
1.369155169241702e-05,2.350750634594179e-05,2.1275246514153338e-05,2.3756849217705513e-05,1.22288661542631e-05,3.0643550397664366e-05,1.6119085755873752e-05,Glyceric acid-F,2.343767946148007e-05,1.8383241545773224e-05,1.945039667301927e-05,1.8862619276440532e-05,7.556100302843182e-06,1.7188950981714575e-05,7.556100302843182e-06,3.993510637437755e-06,2.284254472678872e-05,1.5855880502191168e-05,1.1347893720169177e-05,1.4363782053803332e-05,1.8591246095945467e-05,1.2414203855034256e-05,1.9986426685893328e-05,8.52754837063112e-06,9.782871268536e-06,4.662089489572254e-06,3.668528476095749e-05,2.8667740313560863e-05,1.3257876091019895e-05
1.3060549964127389e-05,2.1983175622159345e-05,,8.475331466299738e-06,6.293714422288687e-06,1.2211191915144096e-05,1.6478647465219972e-05,Glycerol monostearate-F,1.1122797405308824e-05,,,,,,,,,,,,,,,,,,,,
5.222538188887127e-06,,,2.809251125659072e-05,3.100699060008992e-05,1.971852029410025e-06,,Glycerol tricaprylate-F,,,,,1.5967807379959314e-05,,,0.0001000827545384,,,,,,,,,1.1202664999138725e-05,,,,
3.290412426307043e-05,4.0251084634536926e-06,2.5713226812179467e-05,5.6920350543708695e-05,4.127417515545797e-05,2.405383930915697e-05,1.307044056450904e-05,Glycerol-F,2.6507033255156247e-05,2.620340902249302e-05,1.9136547226177323e-05,2.7185629606634103e-05,1.4063340123578813e-05,2.4523908347813537e-05,1.5172850763961797e-05,1.8862619276440532e-05,1.500034223834365e-05,1.9986426685893328e-05,2.206122410994635e-05,2.6577301920419655e-05,1.7616001737902115e-05,2.12914751205636e-05,1.7188950981714575e-05,1.6806733516036798e-05,1.1996853279076284e-05,4.7459063005086846e-05,3.716970353365187e-05,8.736115967055024e-06,2.763049861118689e-05
1.6170888215998225e-05,1.6028994608052693e-05,1.9026758404792984e-05,1.6705355020812007e-05,1.1223857528392744e-05,1.5159527356068062e-05,1.7704528510273135e-05,Glycolic acid-F,1.294126899710718e-05,1.2697184393997278e-05,1.9986426685893328e-05,1.6054494792383944e-05,9.575632659392894e-06,9.841198238582704e-06,1.0435167259978e-05,1.630187471995777e-05,1.4902948435702968e-05,1.3961749599710964e-05,2.0666979472325727e-05,1.2414203855034256e-05,1.1760244376352708e-05,1.8383241545773224e-05,1.630187471995777e-05,1.644556905298271e-05,1.1932006955256328e-05,1.777017388964433e-05,1.757444474833436e-05,2.2583294684846227e-05,1.8743380129594983e-05
8.163603001807859e-06,1.7595941370518887e-05,1.5712157640367622e-05,9.218587644716491e-06,6.036581772471855e-06,7.589161735392594e-06,1.4579608703051316e-05,"Guanidine, N,N-dimethyl-F",1.235586967946416e-05,1.1281872769247187e-05,9.71201344212411e-06,1.4275578830208245e-05,8.91178878016954e-06,1.2078836338496938e-05,7.952419982320188e-06,9.18777604581322e-06,1.3674707895242087e-05,1.0665728533051415e-05,1.0778852401770285e-05,1.319001212318989e-05,8.074625385414086e-06,1.0262900891441453e-05,1.1612028479114978e-05,1.0665728533051415e-05,6.740618821722773e-06,3.752981161300483e-05,2.7137523246680702e-05,2.360173208743259e-05,1.1350290953525685e-05
6.975847238615097e-06,5.486343512439554e-06,,5.7874234617884066e-06,2.283356821562838e-05,3.740725336513751e-05,4.990678143691568e-06,"Gulonic acid, gamma-lactone-F",1.789660733847541e-06,,5.940644450880551e-05,,,,,,3.680674354561085e-05,,3.1616497607301085e-06,,2.355667624442488e-06,,,,5.0013878547349586e-05,8.837618555691014e-06,1.4518114604552437e-05,1.4518114604552437e-05,2.532296107365242e-05
4.116822187794638e-06,8.011441455103292e-06,1.3497197160403351e-05,4.471311006304033e-06,4.116822187794638e-06,1.8423418974549783e-05,6.541244802233047e-06,Heptadecanoic acid-F,8.475331466299738e-06,1.4363782053803332e-05,1.1532250407178815e-05,1.2414203855034256e-05,1.1202664999138725e-05,1.1760244376352708e-05,9.575632659392894e-06,8.664586869282965e-06,1.693009845688965e-05,9.575632659392894e-06,9.11575565424583e-06,9.906362729385416e-06,7.818997343889304e-06,1.3466760060806866e-05,1.2768255496444658e-05,1.0090781793674955e-05,8.843702351791274e-06,2.020522907284266e-05,1.9261792845315355e-05,1.887068240475639e-05,1.3393244608750065e-05
,2.0083090917598144e-05,,1.182446759253253e-05,7.657439056734032e-06,1.40791570648431e-05,,Hexacosanoic acid-F,1.5789217306129824e-05,8.379970012515422e-06,,,1.4363782053803332e-05,,,,,,,2.3629461226985454e-05,,,,,,,,,
,,,,,,,"Hexadecanoic acid, 4-hydroxybutyl ester-F",,2.680847064643316e-06,,4.285824892463443e-06,8.511103045165092e-07,,2.4373025423558204e-06,4.204972701868237e-06,,5.805401985800017e-06,7.255294676253472e-06,1.630187471995777e-05,9.540982189462616e-07,,,7.198196903208721e-06,2.3997195797453994e-07,0.0001538954015144,2.020522907284266e-05,3.3132118020880145e-06,
2.8730183291815375e-06,4.561994165419624e-06,1.0926681883116737e-05,2.281206111523022e-06,,3.574783517355638e-06,3.966370409353838e-06,"Hexadecanoic acid, ethyl ester-F",3.4459720533015555e-06,1.0388217036061963e-05,7.353224287020933e-06,1.1476418585063051e-05,6.800195758152759e-06,8.13723267435006e-06,7.691870802174976e-06,7.198196903208721e-06,1.2871502161561723e-05,8.227600277440442e-06,8.379970012515422e-06,9.521792448588312e-06,5.878732359027068e-06,1.0435167259978e-05,1.0262900891441453e-05,7.620728118776205e-06,6.906010842661122e-06,2.7137523246680702e-05,1.232366241193844e-05,1.2016705068176969e-05,8.392569043058912e-06
5.9340863577313046e-06,5.976994457161354e-06,1.1349022807710562e-05,4.932970694458915e-06,3.574783517355638e-06,8.590763965279978e-06,5.050446552997043e-06,"Hexadecanoic acid, methyl ester-F",8.82987821579131e-06,1.1347893720169177e-05,7.130834026515903e-06,1.1413043010049007e-05,1.2536257033858527e-05,8.074625385414086e-06,7.353224287020933e-06,7.952419982320188e-06,1.215491651726108e-05,7.952419982320188e-06,9.521792448588312e-06,9.213874226892582e-06,5.404488417593672e-06,1.0388217036061963e-05,9.71201344212411e-06,7.411163384854276e-06,6.572915440251007e-06,3.716970353365187e-05,1.5680182502759232e-05,1.5867786125519386e-05,7.697062205434122e-06
,,3.400018344535604e-05,,2.765850783786901e-07,4.680512051932894e-07,,"Hexadecanoic acid, tetradecyl ester-F",,7.296450944916284e-08,,2.2328191271527273e-06,8.13723267435006e-06,,,,1.2265969563571955e-06,,,2.355667624442488e-06,2.3997195797453994e-07,1.1347893720169177e-05,3.392496773917764e-07,,1.4194371463034192e-08,5.245461032053393e-06,5.249080933196315e-05,2.488358826583987e-07,3.1952970029292075e-05
1.2069064934656574e-05,2.3774837933029484e-05,9.041886424474951e-06,9.704946581785091e-06,5.803970515719202e-06,1.9337441699452236e-05,1.1151599586724558e-05,Hexanedioic acid-F,1.9582579481758426e-05,6.800195758152759e-06,6.195719989485858e-06,1.0620821558699816e-05,1.2615483742156777e-05,7.053780821325238e-06,5.346310822575526e-06,7.130834026515903e-06,8.71873089219062e-06,9.841198238582704e-06,8.13723267435006e-06,8.074625385414086e-06,6.740618821722773e-06,7.353224287020933e-06,7.952419982320188e-06,9.906362729385416e-06,7.130834026515903e-06,4.5596482094246104e-05,1.603110529073754e-05,3.255935803312797e-05,8.837618555691014e-06
1.3224544253949006e-05,2.7192928148823935e-05,,3.672680256023734e-06,5.11124540177587e-06,1.3281609009998192e-05,2.2054247857428415e-05,Hexanoic acid-F,1.9405511922172748e-05,1.945039667301927e-05,1.79827107792425e-05,2.2306934121041924e-05,9.258704550439152e-06,2.3629461226985454e-05,1.3355552836233331e-05,,3.923185740776969e-05,1.6670124926057917e-05,1.4275578830208245e-05,3.059419164787951e-05,,2.3887850772886572e-05,,1.621220549397703e-05,1.1476418585063051e-05,0.0001247006424193,,,
,2.116270788611208e-05,,1.586091431095289e-05,1.361846271992069e-05,1.3647786235958917e-05,,"Hexonic acid, 3-deoxy-, gamma-lactone-F",2.0531363709217492e-05,1.9950227610256658e-06,4.285824892463443e-06,8.91178878016954e-06,1.16750228775351e-05,5.251696931839343e-06,1.0572238813670336e-05,2.680847064643316e-06,3.838907268305318e-06,7.198196903208721e-06,6.979769416166107e-06,1.1202664999138725e-05,1.0487570078712236e-05,9.47162724769854e-06,1.185895803842346e-05,9.11575565424583e-06,9.906362729385416e-06,4.245495791478588e-06,1.6302789015847792e-05,2.2786821843590108e-05,6.684098568706045e-06
3.181682859142023e-05,7.743995116994161e-05,0.0001648289890162,2.2880449778157066e-05,1.6220502602606276e-05,9.218587644716491e-06,6.533706357604776e-05,"Hydantoin, 5-hydroxy-F",3.4344782693702475e-05,,,,,,,,,,,,,3.18522214976345e-05,,7.996172237438206e-05,3.576797677898148e-05,,0.0001016357414059,,
2.405383930915697e-05,2.413643212929012e-05,2.0150302283578077e-05,2.268265968366581e-05,1.45926658199351e-05,2.0253151075137407e-05,2.1534695554173693e-05,Hydracrylic acid-F,2.116270788611208e-05,9.47162724769854e-06,1.327857368940808e-05,1.0326710833809038e-05,1.1476418585063051e-05,8.227600277440442e-06,1.6558376670944696e-05,1.0326710833809038e-05,1.309830459546029e-05,1.1932006955256328e-05,2.832062856085168e-05,1.0044812570532567e-05,2.32416102774216e-05,1.3856208526654547e-05,1.4444563084082658e-05,2.4839556875137356e-05,1.5172850763961797e-05,1.4128713087854016e-05,1.2016705068176969e-05,1.3966068169517631e-05,1.7005674772614e-05
2.012615293327386e-05,1.3224544253949006e-05,1.968252585387532e-05,1.93373908551913e-05,2.0215364202095466e-05,1.3281609009998192e-05,1.710488269808292e-05,Hydroquinone-F,1.7922328777662263e-05,7.198196903208721e-06,9.521792448588312e-06,1.1532250407178815e-05,7.307106905725083e-06,,7.620728118776205e-06,6.195719989485858e-06,8.379970012515422e-06,1.3355552836233331e-05,8.60022333596996e-06,9.11575565424583e-06,1.979374274563558e-05,7.900262314483305e-06,7.691870802174976e-06,6.838683640633865e-06,6.195719989485858e-06,2.1834977799224203e-05,4.017807340153954e-05,3.50469864040057e-05,1.9261792845315355e-05
2.181020454101858e-05,1.880026884153127e-05,2.215707955705869e-05,1.6705355020812007e-05,1.3683637895790984e-05,2.5887454766151265e-05,2.4031687585751537e-05,Hymexazole-F,7.953955966237243e-06,1.1996853279076284e-05,1.7616001737902115e-05,1.227050958596087e-05,1.4558705444856754e-05,1.572011312693568e-05,1.2480303729688104e-05,1.526312974151954e-05,1.2697184393997278e-05,1.5172850763961797e-05,1.5365543292194056e-05,1.526312974151954e-05,1.5172850763961797e-05,1.4692668790401846e-05,1.4147287377574096e-05,1.4620042027486713e-05,1.185895803842346e-05,1.8648784226797527e-05,1.939805458292396e-05,1.717122286859092e-05,2.1289514608228615e-05
9.150901367631356e-07,3.23059920168965e-06,1.8073418160463454e-05,,,1.1180401768140297e-05,4.960793930279709e-06,Idoxuridine-F,2.029559696648541e-06,1.2768255496444658e-05,7.818997343889304e-06,3.2541480802974324e-05,1.9950227610256658e-06,5.346310822575526e-06,6.838683640633865e-06,7.620728118776205e-06,5.153499881227712e-06,8.789436112149386e-06,7.691870802174976e-06,9.36547765043883e-06,2.160341828671319e-06,3.32334173050494e-06,8.91178878016954e-06,2.7786100683678203e-06,5.251696931839343e-06,1.910563731616014e-05,8.736115967055024e-06,1.3393244608750065e-05,1.0732063138688447e-05
1.99102828113574e-05,1.2175240600355577e-05,1.6116447745499385e-05,1.0915302139903211e-05,9.211848288084262e-06,3.740725336513751e-05,1.4579608703051316e-05,"Inosose-2, myo-F",8.068926943969344e-06,1.979374274563558e-05,8.664586869282965e-06,8.227600277440442e-06,8.379970012515422e-06,1.3856208526654547e-05,1.0215618079267385e-05,2.7786100683678203e-06,7.556100302843182e-06,2.620340902249302e-05,6.101294479028287e-06,1.6054494792383944e-05,1.4558705444856754e-05,6.906010842661122e-06,5.5036087935702295e-06,6.101294479028287e-06,3.838907268305318e-06,2.891541583068076e-05,1.838340221627417e-05,1.0643475286929393e-05,8.027817364163943e-06
1.4742403010768062e-05,1.6319731375822373e-05,,1.3134303652959803e-05,9.211848288084262e-06,1.2392257246835673e-05,1.3313767803771696e-05,Isocitric acid lactone-F,1.2829340593435552e-05,1.3770475305366092e-05,9.575632659392894e-06,,2.5475803733856748e-05,,3.32334173050494e-06,1.0388217036061963e-05,,2.7185629606634103e-05,1.1996853279076284e-05,1.1040308477624518e-05,,,,,1.2265969563571955e-06,1.8484160585226223e-05,,1.2386128150036162e-05,7.817249984686151e-06
1.7330099864400886e-05,1.9823598736468096e-05,,1.7588648144546383e-05,1.6530764204792264e-05,1.4219892183594853e-05,1.915101380624895e-05,Isonicotinic Acid-F,1.3980535458479832e-05,,,,,1.128240951081323e-06,,,,,,,,5.940644450880551e-05,,,,,,,
1.1790367430650208e-05,1.1812957040007942e-05,1.3427383714117782e-05,1.5163105901636576e-05,2.736993327458843e-06,9.090607517997622e-06,6.26850602475329e-06,Isopropyl myristate-F,7.589161735392594e-06,1.1202664999138725e-05,9.11575565424583e-06,1.3035304206314098e-05,9.841198238582704e-06,1.0044812570532567e-05,1.0728957563634708e-05,1.0778852401770285e-05,1.4692668790401846e-05,9.213874226892582e-06,1.110920651427007e-05,1.2480303729688104e-05,8.13723267435006e-06,1.234707808805674e-05,1.1202664999138725e-05,9.841198238582704e-06,8.379970012515422e-06,3.2150133015745745e-05,2.283836865138379e-05,2.024810516425435e-05,1.1406293571200671e-05
1.7056843290288054e-05,1.2552481582839827e-05,1.374323094550116e-05,1.6705355020812007e-05,9.4940173280279e-06,5.324556668072494e-06,8.475331466299738e-06,Isopropyl palmitate-F,5.441001963542632e-06,1.4558705444856754e-05,1.1040308477624518e-05,1.5091424577953678e-05,1.0487570078712236e-05,1.2871502161561723e-05,1.0388217036061963e-05,1.1202664999138725e-05,1.8145783165286223e-05,1.1040308477624518e-05,1.1932006955256328e-05,1.4147287377574096e-05,8.975405167154787e-06,1.4063340123578813e-05,1.2697184393997278e-05,1.1040308477624518e-05,1.0090781793674955e-05,3.101308615054718e-05,2.024810516425435e-05,1.910563731616014e-05,1.4421832935193043e-05
2.095649848611732e-05,1.1349022807710562e-05,1.3589139203882464e-05,2.01274101474737e-05,1.782040887599989e-05,1.4653633404976178e-05,4.905147458638121e-06,Itaconic acid-F,1.6170888215998225e-05,,3.325545417503186e-05,,2.6577301920419655e-05,3.390145491397535e-05,2.5058159326239772e-05,3.773422781433982e-05,,,3.773422781433982e-05,,2.206122410994635e-05,,,,,,,4.989954409022464e-05,
3.918652043120164e-05,5.403590979207592e-05,1.1688066945003234e-05,2.0440073406975635e-05,2.3013007459322897e-06,4.905147458638121e-06,2.012615293327386e-05,Ketamine-F,2.3308759057000585e-06,2.75920974319075e-05,6.497420543599908e-05,1.3466760060806866e-05,9.605783233152901e-08,1.5091424577953678e-05,4.345004654507616e-05,,2.5058159326239772e-05,3.773422781433982e-05,,4.786228592863906e-05,6.27408295725197e-07,2.206122410994635e-05,1.2480303729688104e-05,1.783254620541652e-05,8.480942778780368e-06,1.6302789015847792e-05,2.3014179859151952e-05,1.4716248240761122e-05,3.534753816188769e-06
2.206483434554881e-05,1.3713434420646072e-05,,1.93373908551913e-05,1.8761136254979415e-05,1.6792953729878555e-05,1.915101380624895e-05,Kojic acid-F,3.301451852907552e-05,5.346310822575526e-06,4.667820533428246e-06,,6.740618821722773e-06,3.0433484155440252e-06,5.061030294190105e-06,5.251696931839343e-06,4.204972701868237e-06,5.739971462712748e-06,7.482180808301214e-06,4.824168698834687e-06,5.346310822575526e-06,1.7822389905926072e-06,,7.739159808239551e-06,6.267353285256778e-06,,1.1406293571200671e-05,3.0457762562984163e-05,4.190080426421601e-05
,2.064863220267486e-05,6.410432747670929e-06,1.2869169673641848e-05,7.953955966237243e-06,3.160982754933987e-05,3.0241295039425454e-05,L-(-)-Sorbofuranose-F,3.400018344535604e-05,,,,,,,,,,,,,,,0.000356127239404,,,,1.2851666336797695e-06,3.956451497396527e-05
0.0001648289890162,1.0324258698440231e-05,,6.220703947074165e-05,4.2751237330948965e-05,2.109113763709528e-06,9.218587644716491e-06,L-(+)-Lactic acid-F,4.960793930279709e-06,1.0044812570532567e-05,7.556100302843182e-06,1.319001212318989e-05,9.782871268536e-06,7.952419982320188e-06,4.285824892463443e-06,1.227050958596087e-05,1.0487570078712236e-05,,1.5172850763961797e-05,1.296183527434534e-05,,9.663234752463429e-06,,6.740618821722773e-06,4.824168698834687e-06,,,,
3.776279473693108e-05,3.0241295039425454e-05,1.873429735255363e-05,,2.517476152830188e-05,,2.510241164058273e-05,L-(+)-Rhamnopyranose-F,2.475492963339588e-05,1.6054494792383944e-05,1.4147287377574096e-05,,1.6054494792383944e-05,3.059419164787951e-05,1.16750228775351e-05,1.572011312693568e-05,1.3466760060806866e-05,,,1.8383241545773224e-05,2.5902726833547406e-05,2.0666979472325727e-05,2.206122410994635e-05,6.497420543599908e-05,4.345004654507616e-05,,3.2150133015745745e-05,2.483893487771108e-05,
9.61432205024026e-06,9.133267560237243e-06,1.880026884153127e-05,1.2069064934656574e-05,1.6530764204792264e-05,3.290412426307043e-05,1.0023024744523334e-05,L-5-Oxoproline-F,1.710488269808292e-05,6.906010842661122e-06,1.5561833237917407e-05,7.198196903208721e-06,1.7616001737902115e-05,9.18777604581322e-06,1.630187471995777e-05,1.621220549397703e-05,1.8723461074844276e-05,9.11575565424583e-06,1.979374274563558e-05,7.620728118776205e-06,1.6806733516036798e-05,1.7062796515113937e-05,1.5967807379959314e-05,1.959294730854357e-05,1.3674707895242087e-05,1.4864586454833728e-05,9.603791893972332e-06,8.784195921187054e-06,2.929367821373273e-05
7.743995116994161e-05,5.9080782430912375e-05,3.5211932400810944e-05,9.06926295687122e-05,3.4461637679166565e-05,4.792990000527625e-05,4.84806706359182e-05,Lactic Acid-F,2.229532871852334e-05,3.576797677898148e-05,2.206122410994635e-05,7.996172237438206e-05,1.945039667301927e-05,1.3961749599710964e-05,2.1841778363667705e-05,4.345004654507616e-05,3.059419164787951e-05,3.059419164787951e-05,2.620340902249302e-05,3.18522214976345e-05,1.0840204443001189e-05,3.2541480802974324e-05,1.6670124926057917e-05,2.0666979472325727e-05,1.6558376670944696e-05,3.467651619542703e-05,7.094423427928346e-05,5.3561814584747214e-05,1.939805458292396e-05
3.966370409353838e-06,4.075014289139489e-05,,3.966370409353838e-06,1.443146594474264e-05,7.007477770287774e-05,4.558638334540055e-05,L-Alanine-F,1.7402903537165592e-05,,,,,,,,,,,,,,,,,,,,
2.390479131880753e-05,2.7390093885010735e-05,3.753720025373202e-05,5.403590979207592e-05,9.910396127662222e-05,9.06926295687122e-05,3.831383033155565e-05,L-Aspartic acid-F,5.50700113836064e-05,7.353224287020933e-06,9.258704550439152e-06,7.739159808239551e-06,1.8591246095945467e-05,9.97740278336511e-06,3.059419164787951e-05,2.75920974319075e-05,1.3585756759300332e-05,6.800195758152759e-06,1.7616001737902115e-05,1.0840204443001189e-05,2.2306934121041924e-05,1.2615483742156777e-05,2.1495977798260634e-05,2.284254472678872e-05,3.123124662168535e-05,1.8954218216158324e-05,8.392569043058912e-06,1.8954218216158324e-05,3.536093243953963e-05
2.2406156714051934e-05,3.358745976749155e-05,1.1426482578242848e-05,1.963255266781687e-05,1.8761136254979415e-05,1.6512916230487514e-05,2.283130794426248e-05,Levoglucosan-F,1.89144461282783e-05,1.234707808805674e-05,2.2328191271527273e-06,1.327857368940808e-05,6.4835340690195805e-06,1.579900772525557e-06,9.71201344212411e-06,6.4835340690195805e-06,4.060200940597134e-06,1.319001212318989e-05,,1.5967807379959314e-05,1.1612028479114978e-05,1.579900772525557e-06,1.6696406259132334e-06,2.0300517555349247e-05,1.7062796515113937e-05,2.553707235007485e-05,1.887068240475639e-05,1.757444474833436e-05,1.3966068169517631e-05
1.5090261259838827e-05,1.9026758404792984e-05,1.429244509157966e-05,2.092139514350899e-05,1.3763208976609616e-05,2.3202263247146625e-05,2.0755781389938976e-05,Levulinic acid-F,2.7240409777583607e-05,7.307106905725083e-06,7.482180808301214e-06,4.824168698834687e-06,1.4444563084082658e-05,7.198196903208721e-06,6.906010842661122e-06,1.5561833237917407e-05,1.0215618079267385e-05,8.71873089219062e-06,1.630187471995777e-05,8.71873089219062e-06,7.739159808239551e-06,8.480942778780368e-06,6.267353285256778e-06,7.255294676253472e-06,3.2548715103668688e-06,2.080604252632017e-05,4.307102512362269e-05,4.477890534636052e-05,8.608358890077261e-06
3.863927144298118e-05,2.483078817706204e-05,2.42896536467224e-05,3.4344782693702475e-05,2.7700395279694107e-05,5.746503900837524e-06,2.7298397369040544e-05,L-Fucose-F,1.9026758404792984e-05,1.644556905298271e-05,8.480942778780368e-06,1.0044812570532567e-05,6.3799680352538855e-06,1.0326710833809038e-05,6.029258748765645e-06,1.0840204443001189e-05,6.979769416166107e-06,2.32416102774216e-05,6.838683640633865e-06,2.206122410994635e-05,5.739971462712748e-06,3.0433484155440252e-06,5.346310822575526e-06,5.962390865157176e-06,9.042157442033253e-06,6.238935363090239e-06,2.3176593250985774e-05,4.017807340153954e-05,
1.2686874670412843e-05,1.4525385418252723e-05,2.517476152830188e-05,1.8431696318303385e-05,1.688621935250256e-05,0.000210377712343,1.9405511922172748e-05,L-Glutamic acid-F,2.3202263247146625e-05,3.2548715103668688e-06,1.6806733516036798e-05,5.153499881227712e-06,3.2541480802974324e-05,8.975405167154787e-06,1.825126257942127e-05,2.9897597847884973e-05,2.620340902249302e-05,5.251696931839343e-06,4.345004654507616e-05,6.740618821722773e-06,1.5967807379959314e-05,2.1841778363667705e-05,1.959294730854357e-05,2.832062856085168e-05,2.1495977798260634e-05,1.3777551865963964e-05,4.149837448191821e-06,3.730631084829245e-06,4.143650717333138e-05
4.515622078239875e-06,1.40791570648431e-05,,,8.068926943969344e-06,1.443146594474264e-05,1.5022456407224026e-05,Lignoceric acid-F,2.020533506033922e-05,,,,5.940644450880551e-05,2.832062856085168e-05,,,,2.5058159326239772e-05,,,,,1.526312974151954e-05,,3.773422781433982e-05,9.176438227712913e-05,7.83256658946541e-05,7.551080677310789e-05,
3.727730647654299e-05,7.46952606681133e-05,4.346491473329062e-05,0.0001648289890162,0.0001648289890162,0.0001648289890162,9.06926295687122e-05,L-Isoleucine-F,7.46952606681133e-05,2.2306934121041924e-05,1.621220549397703e-05,2.620340902249302e-05,3.325545417503186e-05,1.783254620541652e-05,3.18522214976345e-05,1.959294730854357e-05,1.3856208526654547e-05,7.996172237438206e-05,4.157008035756903e-05,2.7971670520343615e-05,7.112681932279086e-05,8.71873089219062e-06,1.644556905298271e-05,2.6577301920419655e-05,2.32416102774216e-05,3.639191833268272e-05,2.626123301650961e-05,2.173879122112292e-05,5.249080933196315e-05
2.443648641177992e-05,4.84806706359182e-05,3.559992343376083e-05,4.5914557525236225e-05,8.653715118754102e-05,0.0001148666903839,4.954047227988588e-05,L-Leucine-F,2.8778991848421128e-05,1.9136547226177323e-05,1.2480303729688104e-05,2.0300517555349247e-05,7.952419982320188e-06,1.4818777915433826e-05,2.1495977798260634e-05,1.4558705444856754e-05,1.1347893720169177e-05,3.390145491397535e-05,2.6879062833220023e-05,2.9259696673225892e-05,5.5536882704780605e-05,6.101294479028287e-06,1.234707808805674e-05,2.0944208513152994e-05,2.0300517555349247e-05,3.178944502057086e-05,1.777017388964433e-05,1.616923836971354e-05,7.932715454133417e-06
5.723450699934834e-06,5.050446552997043e-06,5.6920350543708695e-05,1.1688066945003234e-05,1.3256191035062838e-05,2.2018711739793877e-05,5.376081136488509e-06,l-Leucyl-l-valine-F,4.781488633928806e-06,,1.215491651726108e-05,,2.4523908347813537e-05,2.6879062833220023e-05,1.7467951015074844e-05,1.8383241545773224e-05,,,3.680674354561085e-05,2.284254472678872e-05,1.945039667301927e-05,1.4902948435702968e-05,1.4063340123578813e-05,2.5475803733856748e-05,3.923185740776969e-05,,4.5596482094246104e-05,3.375311155399184e-05,9.176438227712913e-05
2.620625814779149e-05,6.610064749888657e-05,2.3774837933029484e-05,4.954047227988588e-05,7.46952606681133e-05,1.5862721772926327e-05,6.220703947074165e-05,L-Proline-F,4.84806706359182e-05,1.0953974500899492e-05,1.2414203855034256e-05,1.0215618079267385e-05,1.9005123557686464e-05,1.5967807379959314e-05,1.7188950981714575e-05,1.4620042027486713e-05,1.9136547226177323e-05,1.979374274563558e-05,2.7971670520343615e-05,2.5902726833547406e-05,3.680674354561085e-05,1.621220549397703e-05,4.4736981628389446e-06,1.3674707895242087e-05,1.4902948435702968e-05,2.024810516425435e-05,1.5087445303643446e-05,9.980623081251986e-06,1.1108658858579164e-05
4.792990000527625e-05,1.971852029410025e-06,5.163798424280938e-05,4.5914557525236225e-05,2.8778991848421128e-05,9.443123413624266e-06,2.8971211262882623e-05,L-Rhamnose-F,3.863927144298118e-05,6.572915440251007e-06,6.906010842661122e-06,6.101294479028287e-06,8.975405167154787e-06,4.591718606998633e-06,9.521792448588312e-06,9.311484054051764e-06,3.993510637437755e-06,1.1476418585063051e-05,8.52754837063112e-06,8.379970012515422e-06,1.7822389905926072e-06,6.334246960659083e-06,5.57539324073144e-06,5.652554360780266e-06,6.101294479028287e-06,8.280633464815508e-06,3.1952970029292075e-05,4.5596482094246104e-05,1.757444474833436e-05
,,,,2.3604510654678272e-06,0.0001247429022167,,"L-Sorbopyranose, (1S,2R,3S)-F",7.450931260522225e-06,,,,,,,,,,,,,,,,,,,,
3.31249127950806e-05,4.1974889587643094e-05,3.610962354003048e-05,8.653715118754102e-05,6.533706357604776e-05,4.558638334540055e-05,5.403590979207592e-05,L-Threonine-F,6.220703947074165e-05,1.2536257033858527e-05,1.0778852401770285e-05,1.2480303729688104e-05,3.773422781433982e-05,1.6670124926057917e-05,2.206122410994635e-05,2.869457507807134e-05,2.206122410994635e-05,1.1281872769247187e-05,4.786228592863906e-05,1.3035304206314098e-05,1.500034223834365e-05,1.6806733516036798e-05,1.8723461074844276e-05,3.773422781433982e-05,2.4523908347813537e-05,2.3176593250985774e-05,8.913241763224507e-06,3.042036384063328e-06,4.989954409022464e-05
3.079034102168166e-05,2.350750634594179e-05,,3.559992343376083e-05,1.836604773354823e-05,2.181020454101858e-05,3.727730647654299e-05,"L-Valinamide, N(2),N(2)-dimethyl-F",2.8730183291815375e-06,7.996172237438206e-05,,4.786228592863906e-05,2.7786100683678203e-06,0.0001936990815429,,1.128240951081323e-06,,,,,,7.112681932279086e-05,0.0001352344947286,,4.157008035756903e-05,,,,
