DSS_73_090224,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,3297_VECPAC_190224,3679_VECPAC_190224,3681_VECPAC_190224,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224
17.313901308851932,16.207484324420978,17.044039991717742,17.128341573761485,15.684213392506413,17.420656950089175,17.73101607564761,17.917954706335404,,17.504940337930993,17.044039991717742,16.38716185479659,,16.027442504336406
24.241680361020343,26.269939079141064,25.741137750046672,25.792817913981178,26.50296267227539,26.269939079141064,26.387010738920857,25.89217197325309,26.124112340107267,,25.6563659490016,,26.124112340107267,26.341187662588105
14.22183651652919,7.5486253233047425,,13.019379474962212,4.357485352481382,13.019379474962212,11.999708944648896,13.019379474962212,6.033603261326803,11.999708944648896,8.203468926465137,8.203468926465137,10.589741767314072,7.5486253233047425
,,,,,,,,,,5.7610837394771846,8.959893012120766,,
13.487298878543296,5.4519271051056934,8.959893012120766,10.589741767314072,2.0053360546098284,12.73466395698144,,8.203468926465137,5.4519271051056934,8.959893012120766,6.637474595960846,3.026346101989217,8.64390924178897,6.033603261326803
,,,,,,,,,,,,,
,28.73936053878384,,,,,28.139723574834868,27.78907181958203,,,,,,
23.53191592986123,22.92787490413422,22.81629933915454,23.072538359028545,22.262186034564476,23.222075930761207,22.92787490413422,22.60513085670781,23.072538359028545,22.991190162689342,22.81629933915454,22.60513085670781,22.60513085670781,22.663346963173684
,15.794924887690241,16.700122639813483,18.090663406345644,,,,,15.39656988471546,17.128341573761485,15.02985544620005,,17.504940337930993,16.78619280811605
17.96713333278627,16.78619280811605,16.954735439681233,16.954735439681233,15.564115838261685,17.044039991717742,17.79122014145856,17.73101607564761,14.91150018039568,16.954735439681233,15.267001008214582,15.564115838261685,15.39656988471546,14.91150018039568
,21.89766089201072,21.89766089201072,,21.42405899916408,,,,21.9535073039897,,22.262186034564476,,22.54252442178061,22.10136387655403
17.917954706335404,15.925482683255618,16.267931772699097,16.78619280811605,15.267001008214582,16.894290018224726,16.894290018224726,16.954735439681233,15.925482683255618,16.207484324420978,16.38716185479659,17.420656950089175,16.207484324420978,15.925482683255618
,,,,25.89217197325309,,,,24.491789288861316,23.417291798715073,,,,
,,,,,,,,18.964499198463745,,,,,
10.589741767314072,1.8466198968201704,5.2319467103497415,7.5486253233047425,0.3939723285303532,10.101353297214947,7.5486253233047425,7.5486253233047425,2.0053360546098284,4.357485352481382,1.8466198968201704,4.357485352481382,4.357485352481382,2.6473235787985914
,,,,,,,,,,,,,
,20.715974098065832,23.35257549176473,23.29594091395716,22.430766960994436,,23.584213588252027,23.484143310267747,20.6292687562774,18.994720196960333,22.991190162689342,23.484143310267747,23.417291798715073,23.222075930761207
28.597049460306497,29.43670460039806,29.43670460039806,31.668951186609984,29.43670460039806,28.73936053878384,29.754289059653733,29.43670460039806,29.754289059653733,30.7823453433383,29.43670460039806,27.60464096162688,29.199493510442178,30.172391027732196
,,,,,,,,,,,,,
